wv	R0
529.95	72.98462514
530.36	72.48995349
530.77	71.99437764
531.18	72.63012754
531.59	73.27621508
532	74.60141015
532.41	75.42801495
532.82	74.63446234
533.23	73.05825243
533.64	75.76883768
534.05	75.41641151
534.46	76.16849571
534.87	77.43661886
535.28	77.1394756
535.68	78.23191875
536.09	79.8896476
536.5	78.7452176
536.91	78.64707994
537.32	79.93886696
537.73	80.90677262
538.14	80.50057351
538.54	79.33325596
538.95	79.45288578
539.36	81.37243436
539.77	82.74779138
540.18	82.52836398
540.59	82.55790417
540.99	82.74942661
541.4	84.52391161
541.81	83.4787258
542.22	83.83358182
542.63	84.23384512
543.03	84.05583106
543.44	84.55551902
543.85	84.63667251
544.26	84.84581012
544.66	84.93598549
545.07	87.54477278
545.48	85.41934425
545.89	85.44806573
546.29	86.22017354
546.7	85.7962504
547.11	85.74469784
547.51	85.03670994
547.92	85.8443621
548.33	85.90794451
548.73	87.40895176
549.14	86.12618725
549.55	88.38586786
549.95	87.76590171
550.36	88.33911288
550.77	89.640205
551.17	87.87793379
551.58	87.40133265
551.98	87.42009132
552.39	87.50819672
552.8	88.23948319
553.2	88.39529936
553.61	88.19139045
554.01	90.40727199
554.42	89.14850481
554.83	89.56281407
555.23	89.59128339
555.64	90.82612872
556.04	90.97470162
556.45	89.98694058
556.85	89.44855514
557.26	88.7163916
557.66	88.9858421
558.07	92.11886953
558.47	89.86792825
558.88	90.44966077
559.28	91.76126419
559.69	91.37083292
560.09	90.31242372
560.5	90.76254213
560.9	91.24690339
561.31	92.35588364
561.71	93.19554225
562.12	94.47405741
562.52	95.94967933
562.92	95.00707007
563.33	94.04273003
563.73	93.07498058
564.14	93.1788369
564.54	93.21687731
564.94	93.93777605
565.35	93.63901019
565.75	93.82501808
566.16	93.77822619
566.56	94.30431637
566.96	96.07008271
567.37	96.99726135
567.77	96.40584778
568.17	97.38818627
568.58	95.46232877
568.98	95.57925397
569.38	95.42168675
569.79	94.90178402
570.19	94.46054444
570.59	96.21619052
571	95.82062524
571.4	94.89383936
571.8	96.22854988
572.2	96.08223062
572.61	95.63202247
573.01	95.16378462
573.41	94.25848336
573.81	94.98156682
574.22	95.68913175
574.62	97.21063241
575.02	97.55046602
575.42	97.6825577
575.82	96.67827233
576.23	95.04714779
576.63	94.58488023
577.03	97.07370113
577.43	98.22852504
577.83	98.93757673
578.23	98.75053651
578.64	98.659543
579.04	99.55985073
579.44	98.09120827
579.84	97.04456904
580.24	97.69321673
580.64	96.51223818
581.04	99.61575408
581.45	100.0528846
581.85	100.5072464
582.25	98.80787092
582.65	99.62273161
583.05	97.95074173
583.45	96.88416076
583.85	97.09495352
584.25	95.08694839
584.65	96.28445113
585.05	97.40542588
585.45	96.59630483
585.85	97.32450957
586.25	97.86931818
586.65	97.12230216
587.05	97.92738569
587.45	97.02201959
587.85	97.42280457
588.25	97.94350722
588.65	97.35936819
589.05	98.16276803
589.45	98.97340634
589.85	97.65468819
590.25	97.98513302
590.65	98.54823679
591.05	98.49182254
591.45	97.36307335
591.85	99.32176734
592.25	99.34835865
592.65	99.00825639
593.04	98.64576255
593.44	97.97225701
593.84	99.12344423
594.24	97.49432723
594.64	98.26099735
595.04	98.33912708
595.44	97.64876633
595.84	99.47454686
596.23	98.75574273
596.63	100.3934835
597.03	100.2411265
597.43	100.1114125
597.83	98.86566588
598.22	99.29428709
598.62	100.7985082
599.02	102.1439954
599.42	99.34474842
599.82	98.36748214
600.21	98.32027401
600.61	98.05112866
601.01	99.11980898
601.41	98.6469463
601.8	97.27810109
602.2	97.7725032
602.6	97.57721221
603	99.16716791
603.39	97.39246816
603.79	95.17067583
604.19	94.62380177
604.58	95.23483812
604.98	95.90736765
605.38	96.51807395
605.77	98.07227818
606.17	98.02966977
606.57	98.66029583
606.96	99.49680403
607.36	99.62847175
607.76	97.50770468
608.15	96.53522375
608.55	98.45720419
608.95	98.37405637
609.34	98.00160944
609.74	97.36213154
610.13	96.8
610.53	95.59150569
610.93	95.97532836
611.32	96.75714414
611.72	95.44494323
612.11	95.66925658
612.51	94.66707365
612.9	94.34976997
613.3	93.79794565
613.69	95.54984091
614.09	94.87726323
614.48	94.62523801
614.88	93.65188005
615.27	93.09470063
615.67	92.71568502
616.06	92.97128751
616.46	91.58091674
616.85	91.51059583
617.25	91.92482623
617.64	91.11634883
618.04	91.00537025
618.43	91.78859361
618.83	91.25613137
619.22	90.65432575
619.62	88.43491187
620.01	86.69004676
620.4	86.94697737
620.8	87.38140821
621.19	88.58424087
621.59	87.25644852
621.98	87.99982596
622.37	86.86586414
622.77	86.28646989
623.16	85.15179862
623.55	86.7945775
623.95	85.27899367
624.34	85.61476986
624.73	85.40387341
625.13	86.2244898
625.52	84.36096718
625.91	83.82130346
626.31	83.68739206
626.7	84.11133409
627.09	82.19956616
627.49	82.83072859
627.88	81.26539409
628.27	82.03733192
628.66	81.23432343
629.06	81.60656027
629.45	80.98783927
629.84	81.80489425
630.23	80.51999472
630.63	81.2763382
631.02	81.34851138
631.41	80.98832755
631.8	80.03329284
632.19	80.53156741
632.59	79.96439517
632.98	79.92633101
633.37	79.76060936
633.76	78.6469534
634.15	78.15414275
634.54	77.73589985
634.94	78.20815548
635.33	78.29636405
635.72	78.19308185
636.11	77.4671506
636.5	77.92318307
636.89	78.64265928
637.28	79.42778012
637.67	79.38139513
638.06	78.60839032
638.45	78.66729016
638.85	79.82460243
639.24	79.3964693
639.63	79.1382053
640.02	79.66081816
640.41	79.20727442
640.8	77.85893155
641.19	79.07712345
641.58	78.75958188
641.97	78.33189625
642.36	79.85308567
642.75	79.70185637
643.14	78.58172518
643.53	79.13800465
643.92	80.3455004
644.31	81.63279943
644.7	81.27651461
645.09	80.86025545
645.48	80.90054079
645.87	80.86477839
646.26	81.56585801
646.65	81.86743299
647.03	82.83143286
647.42	82.45086815
647.81	82.76530371
648.2	81.87323845
648.59	81.68188947
648.98	81.72445677
649.37	82.23046939
649.76	81.20921838
650.15	83.45533033
650.53	84.55499881
650.92	84.40952381
651.31	83.2172004
651.7	82.673616
652.09	83.00080185
652.48	85.61222559
652.86	86.97657744
653.25	86.35015547
653.64	85.4453584
654.03	85.36470144
654.42	85.25704574
654.8	85.46232716
655.19	85.94806792
655.58	86.23776558
655.97	85.03653054
656.36	86.80996118
656.74	84.62466924
657.13	86.15225952
657.52	85.75910836
657.9	86.44548221
658.29	85.88938506
658.68	86.59526281
659.07	86.30732551
659.45	86.76380729
659.84	85.66070264
660.23	87.33944954
660.61	88.21726625
661	89.17299618
661.39	89.33093082
661.77	88.76488793
662.16	89.75826972
662.55	89.94961738
662.93	90.24679639
663.32	89.69965163
663.7	89.13483728
664.09	88.9304938
664.48	88.23309849
664.86	88.15918082
665.25	87.42894418
665.63	86.60470076
666.02	87.55095347
666.41	87.63549341
666.79	87.69955943
667.18	87.99810696
667.56	88.03402557
667.95	87.2263296
668.33	88.68741282
668.72	87.58188825
669.1	87.08281829
669.49	87.59946634
669.87	86.09678327
670.26	86.53720168
670.64	85.56633085
671.03	86.16218765
671.41	85.60445262
671.8	86.36148681
672.18	85.73522459
672.57	87.34613026
672.95	88.46280992
673.34	88.46247386
673.72	87.86523991
674.1	88.23415951
674.49	89.09726637
674.87	86.82299182
675.26	86.70937906
675.64	87.48604978
676.02	87.41093216
676.41	87.136346
676.79	88.0901392
677.17	86.5319057
677.56	86.36319962
677.94	85.16132134
678.33	84.65754754
678.71	85.94819159
679.09	85.52086885
679.48	84.24869464
679.86	84.53354757
680.24	83.81939735
680.62	84.23621279
681.01	83.95846475
681.39	83.52596928
681.77	83.62332413
682.16	84.18159204
682.54	82.89740922
682.92	83.16001005
683.3	82.21962384
683.69	82.62735119
684.07	83.26654585
684.45	82.80197919
684.83	82.51581671
685.21	82.32264871
685.6	82.12002215
685.98	81.01890913
686.36	80.88410695
686.74	81.88295553
687.12	81.72724074
687.51	81.61338328
687.89	81.37986424
688.27	80.20104669
688.65	80.00052279
689.03	78.92518716
689.41	79.96736572
689.79	79.44567862
690.18	79.916384
690.56	80.22041763
690.94	78.91795985
691.32	76.80124387
691.7	77.79355807
692.08	78.11261116
692.46	76.85451256
692.84	76.96886688
693.22	77.32909295
693.6	75.94256377
693.98	76.07135262
694.36	76.12299465
694.74	77.14231684
695.12	76.63680782
695.5	75.11649328
695.88	74.64724257
696.26	74.84886106
696.64	74.99315481
697.02	74.63035233
697.4	74.06757472
697.78	73.52843641
698.16	71.61827291
698.54	70.97325449
698.92	71.19775489
699.3	68.43101723
699.68	69.5886771
700.06	70.98192072
700.44	70.96783093
700.82	70.59990631
701.2	69.62328579
701.58	69.71092845
701.96	69.54403741
702.33	69.21506098
702.71	67.77505704
703.09	66.55810389
703.47	68.11360156
703.85	69.11941425
704.23	68.03274077
704.61	68.47045677
704.98	67.48866372
705.36	67.58889902
705.74	67.82461768
706.12	66.9486251
706.5	66.54662787
706.88	67.16606033
707.25	67.28757985
707.63	68.00192504
708.01	67.57815828
708.39	66.95565662
708.76	68.37693017
709.14	68.51557907
709.52	67.14040748
709.9	66.44170891
710.27	65.47179605
710.65	65.6201169
711.03	65.83501586
711.41	64.99600639
711.78	63.36460896
712.16	63.34640822
712.54	66.0180783
712.91	64.46784107
713.29	64.7697985
713.67	62.76626367
714.04	64.23117277
714.42	65.04461384
714.8	65.23791033
715.17	63.39072848
715.55	65.68424215
715.93	65.57868897
716.3	66.11457225
716.68	66.78687233
717.05	66.24074913
717.43	64.85264167
717.81	64.33560172
718.18	63.91116411
718.56	63.96064326
718.93	64.62943979
719.31	64.30824696
719.68	64.94295895
720.06	65.1337386
720.43	66.32817
720.81	66.55866768
721.19	65.97852506
721.56	66.46515482
721.94	65.67909661
722.31	65.38366566
722.69	66.34594561
723.06	66.66769936
723.43	67.18316446
723.81	66.04356605
724.18	65.54588243
724.56	66.21140507
724.93	65.82827941
725.31	67.46384699
725.68	67.12701208
726.06	68.45999692
726.43	69.14803814
726.8	70.53518117
727.18	71.04743083
727.55	69.77805761
727.93	70.84045314
728.3	69.56725219
728.67	69.87554788
729.05	69.75157841
729.42	70.50200481
729.8	69.58286719
730.17	70.02784089
730.54	70.40744978
730.92	71.16221057
731.29	70.18674967
731.66	71.1518174
732.03	71.18299027
732.41	69.94251389
732.78	70.24599
733.15	70.45038094
733.53	69.84472453
733.9	71.73747727
734.27	70.85244711
734.64	72.31014233
735.02	73.10789588
735.39	73.86840251
735.76	73.17275748
736.13	74.48823608
736.51	76.05487703
736.88	75.38827152
737.25	77.12336632
737.62	76.01578437
737.99	76.83758101
738.37	75.28783861
738.74	76.09751231
739.11	77.70467591
739.48	78.15160251
739.85	78.00475537
740.22	79.57505614
740.6	79.1768387
740.97	79.99229665
741.34	79.90140311
741.71	78.09254656
742.08	80.34801112
742.45	80.19975288
742.82	80.11177897
743.19	78.47867711
743.56	77.89462688
743.94	79.19858782
744.31	77.23031764
744.68	77.84788065
745.05	78.14618384
745.42	78.93470182
745.79	77.86841639
746.16	76.69978432
746.53	77.97111536
746.9	79.34647927
747.27	80.76688547
747.64	79.93256433
748.01	80.68592717
748.38	81.20249777
748.75	82.58066827
749.12	83.96982555
749.49	84.25682581
749.86	83.51175367
750.23	85.2222593
750.6	83.66638348
750.97	84.79583933
751.34	83.02780941
751.7	81.72656049
752.07	82.7273067
752.44	80.5706271
752.81	81.1035861
753.18	81.69029809
753.55	80.38612933
753.92	82.12477637
754.29	82.13037299
754.66	82.4188518
755.02	82.40823809
755.39	83.73175291
755.76	83.28472694
756.13	86.90346744
756.5	85.71142365
756.87	87.17730496
757.23	85.00824386
757.6	84.96355656
757.97	84.13177218
758.34	83.74328194
758.71	83.20671413
759.07	84.90840713
759.44	85.87909176
759.81	87.13771777
760.18	87.18722859
760.54	86.18085239
760.91	88.5993894
761.28	84.64931988
761.65	85.25970027
762.01	84.85734283
762.38	85.91514247
762.75	85.35538442
763.11	84.58359688
763.48	84.48110253
763.85	86.07621353
764.21	84.08459465
764.58	84.38999958
764.95	84.28375628
765.31	83.49870312
765.68	86.82532209
766.05	88.13581259
766.41	88.0046735
766.78	88.4820916
767.14	89.67626702
767.51	87.24917673
767.88	87.74133416
768.24	88.94254637
768.61	88.27967129
768.97	86.22878554
769.34	87.3662533
769.71	88.62353844
770.07	87.01683502
770.44	86.48268349
770.8	86.08648697
771.17	85.54759652
771.53	87.56170704
771.9	87.87321157
772.26	88.59912301
772.63	87.19256284
772.99	90.42675364
773.36	89.75736332
773.72	90.41127435
774.09	87.78470778
774.45	86.90701212
774.82	87.83492878
775.18	88.23049372
775.54	89.03737259
775.91	88.61986606
776.27	87.75759283
776.64	89.0097364
777	88.68229588
777.37	87.96450097
777.73	87.76659192
778.09	86.56909169
778.46	88.63119159
778.82	88.9603693
779.19	88.32598051
779.55	90.08528253
779.91	89.48566903
780.28	90.54074561
780.64	90.15431318
781	90.57930114
781.37	89.25957705
781.73	89.50582727
782.09	91.32497808
782.45	91.16722494
782.82	89.52112676
783.18	90.28369158
783.54	88.34309749
783.91	88.42424544
784.27	89.67016108
784.63	89.77913412
784.99	87.57605195
785.36	89.97771674
785.72	86.26733337
786.08	88.2053678
786.44	89.85377184
786.81	90.50934604
787.17	91.23608796
787.53	92.4199545
787.89	91.42841701
788.25	90.04915996
788.61	90.30493419
788.98	90.57896725
789.34	91.57790165
789.7	90.87569227
790.06	91.55918995
790.42	92.23903764
790.78	91.77349845
791.14	91.16698552
791.51	89.6435633
791.87	90.37704299
792.23	88.63503843
792.59	88.78763656
792.95	89.50812637
793.31	90.98338475
793.67	90.51370775
794.03	89.62618305
794.39	91.64288407
794.75	92.46072175
795.11	90.48067368
795.47	88.35902459
795.83	90.22292158
796.19	90.84220816
796.55	90.11073912
796.91	92.41539654
797.27	91.82813383
797.63	91.18626697
797.99	91.14612452
798.35	91.29359641
798.71	92.56626065
799.07	90.71446995
799.43	89.16152341
799.79	90.32922845
800.15	90.44634282
800.51	90.91686365
800.87	90.19318008
801.23	87.49564785
801.59	87.1568774
801.95	86.02514263
802.31	87.92868327
802.66	88.43582547
803.02	85.26588071
803.38	86.1562297
803.74	89.25421828
804.1	88.74027361
804.46	89.73917447
804.82	87.03748961
805.17	89.99452981
805.53	90.929524
805.89	92.09039548
806.25	89.11783969
806.61	88.08612202
806.97	90.21085099
807.32	91.62913103
807.68	91.39576423
808.04	93.22962427
808.4	91.64477412
808.75	89.83803421
809.11	89.43282077
809.47	90.172547
809.83	90.4879938
810.18	92.56091907
810.54	91.02715466
810.9	95.10997336
811.25	95.71904233
811.61	94.12534688
811.97	92.43587734
812.33	89.55078625
812.68	88.03227935
813.04	90.37797143
813.4	89.47800647
813.75	88.5245055
814.11	87.52398237
814.46	90.19227747
814.82	89.37822484
815.18	90.02054903
815.53	90.21403527
815.89	92.34895692
816.25	91.21544869
816.6	91.3412841
816.96	90.29556384
817.31	91.44332699
817.67	90.54836789
818.02	91.52067659
818.38	90.40922823
818.74	92.58487358
819.09	91.17504445
819.45	89.36959209
819.8	87.83196523
820.16	90.55408114
820.51	90.62247373
820.87	89.17892223
821.22	92.23023166
821.58	89.84002245
821.93	89.69357788
822.29	87.97444159
822.64	90.81511608
823	89.75940777
823.35	91.60912203
823.7	91.93983581
824.06	90.06274377
824.41	87.21015103
824.77	89.1194933
825.12	90.30822111
825.48	92.62735342
825.83	88.96497968
826.18	88.04219076
826.54	88.49208617
826.89	92.64405394
827.24	92.07234717
827.6	92.17851124
827.95	91.2224612
828.31	88.78601415
828.66	90.4918225
829.01	90.0999581
829.37	88.39332442
829.72	88.07087305
830.07	87.01768723
830.42	88.43841162
830.78	88.76200834
831.13	89.90253647
831.48	89.4940927
831.84	88.09277409
832.19	87.52646543
832.54	86.53997458
832.89	85.37693549
833.25	87.33830104
833.6	89.12847618
833.95	87.14345512
834.3	87.51897044
834.65	86.77080204
835.01	87.55768876
835.36	88.11492985
835.71	87.38838598
836.06	87.30652079
836.41	89.46504137
836.77	87.07219662
837.12	87.76452962
837.47	88.19887313
837.82	90.64534479
838.17	88.59928746
838.52	89.30324472
838.87	91.65303853
839.23	92.45382239
839.58	91.94229645
839.93	91.42171176
840.28	93.63243603
840.63	91.13646918
840.98	89.98365479
841.33	87.38290206
841.68	91.31873222
842.03	90.46993099
842.38	90.84289931
842.73	92.70348641
843.08	91.4094138
843.43	89.41833717
843.78	88.34813039
844.13	88.21984372
844.48	86.81703286
844.83	89.17637764
845.18	91.96386436
845.53	91.84622751
845.88	91.64314724
846.23	90.36311879
846.58	92.7441468
846.93	92.43318292
847.28	91.03076168
847.63	88.84707492
847.98	87.18875776
848.33	89.58376619
848.68	89.1311825
849.03	89.71500244
849.38	89.84522726
849.72	89.50639079
850.07	85.48926014
850.42	87.39151566
850.77	88.05166103
851.12	89.51258629
851.47	89.64069726
851.82	89.18076896
852.16	88.30560956
852.51	87.45092441
852.86	90.65325906
853.21	88.0896142
853.56	88.81897736
853.9	89.90713412
854.25	92.93837806
854.6	90.66598286
854.95	87.95040963
855.3	87.66659463
855.64	91.71913192
855.99	89.90587712
856.34	90.25300396
856.69	87.72123081
857.03	88.43542382
857.38	88.80526123
857.73	88.73640795
858.07	90.25779146
858.42	90.04098044
858.77	87.709241
859.12	86.79695314
859.46	90.15596834
859.81	86.54299399
860.16	85.60012177
860.5	85.33162303
860.85	87.75190151
861.19	89.35653264
861.54	89.57925253
861.89	91.371983
862.23	90.60786651
862.58	92.8937312
862.93	94.31753975
863.27	91.55220326
863.62	89.29661216
863.96	91.35493254
864.31	89.45689449
864.65	90.54346954
865	88.28734615
865.35	88.54755468
865.69	90.27651671
866.04	86.7131206
866.38	87.76056006
866.73	88.69071423
867.07	86.8852459
867.42	87.78334526
867.76	87.05779474
868.11	87.08022762
868.45	85.2180106
868.8	86.49460271
869.14	85.99108229
869.48	86.26269297
869.83	86.48625935
870.17	88.79706152
870.52	91.48637996
870.86	91.18649996
871.21	89.8749461
871.55	90.02856401
871.89	89.95599275
872.24	88.60900009
872.58	90.39875443
872.93	90.95531175
873.27	88.34543705
873.61	88.84850634
873.96	88.57594104
874.3	89.12198912
874.64	87.33293607
874.99	86.39734083
875.33	87.19357934
875.67	87.59213759
876.02	87.99541001
876.36	86.18779749
876.7	86.32822757
877.05	86.67372694
877.39	91.2012311
877.73	86.0608734
878.07	86.5969329
878.42	86.62494412
878.76	85.29385926
879.1	88.85994071
879.44	88.57348833
879.79	92.30841738
880.13	94.07140828
880.47	93.21548017
880.81	93.75061413
881.15	94.09836066
881.5	92.73626917
881.84	94.15050269
882.18	92.24729152
882.52	86.59471741
882.86	86.02522186
883.2	88.86452474
883.55	86.56200355
883.89	90.22196147
884.23	90.5511811
884.57	87.63180393
884.91	85.33823946
885.25	89.45849764
885.59	90.53808659
885.93	86.6870404
886.27	87.5868634
886.62	91.15228282
886.96	87.66215586
887.3	92.45430554
887.64	90.03551886
887.98	87.89576912
888.32	87.55084666
888.66	89.01953163
889	87.52275994
889.34	88.76254181
889.68	90.76332213
890.02	92.95382548
890.36	93.32387707
890.7	91.60601191
891.04	91.67362077
891.38	91.69606513
891.72	91.54777927
892.06	91.14947751
892.4	89.32802749
892.74	92.50970129
893.08	92.38095238
893.41	90.84577114
893.75	90.63599459
894.09	91.16610966
894.43	89.87136817
894.77	91.31296747
895.11	89.31627781
895.45	91.90059825
895.79	90.37404236
896.13	89.05516692
896.46	89.60132601
896.8	88.99727568
897.14	92.37856696
897.48	90.85119742
897.82	91.07766729
898.16	90.75622696
898.49	88.67025501
898.83	90.0621118
899.17	89.30812053
899.51	87.50109104
899.85	91.86477447
900.18	89.36075101
900.52	88.41220699
900.86	86.75106217
