wv	R1
476.5	12.93620651
476.92	13.2085124
477.34	13.17004173
477.76	13.53811879
478.18	13.76413073
478.59	13.89016917
479.01	14.30913988
479.43	14.10251382
479.85	14.37937965
480.27	15.76671819
480.69	15.43151925
481.1	15.2828718
481.52	15.72590255
481.94	16.03023296
482.36	16.06804291
482.78	16.26710526
483.19	17.11743815
483.61	17.52667521
484.03	17.12818792
484.45	17.6164662
484.86	17.47536186
485.28	17.66107012
485.7	18.19547607
486.12	19.40800606
486.53	18.9481648
486.95	20.01925984
487.37	20.14145507
487.78	20.44751974
488.2	20.95003716
488.62	20.86935624
489.03	21.03653253
489.45	21.71859798
489.87	21.93963584
490.28	22.28491291
490.7	22.5508694
491.12	23.59701488
491.53	24.06905248
491.95	24.71868118
492.37	24.89962475
492.78	25.27610577
493.2	26.29161351
493.61	26.0323406
494.03	26.59133255
494.45	27.06638075
494.86	27.65938625
495.28	28.02300657
495.69	28.22967595
496.11	28.97892023
496.52	29.35537074
496.94	29.87039311
497.36	29.93540855
497.77	30.54617793
498.19	30.65346582
498.6	31.32958295
499.02	31.37556886
499.43	32.46419777
499.85	32.97169191
500.26	33.08634536
500.68	33.36426966
501.09	33.73306613
501.51	34.78374977
501.92	35.06186432
502.33	35.77268968
502.75	36.06580089
503.16	36.73179163
503.58	37.57658004
503.99	38.13200034
504.41	37.80099462
504.82	38.23970959
505.23	38.69849554
505.65	39.92627169
506.06	40.00857906
506.48	40.30414574
506.89	40.35790447
507.3	41.33581729
507.72	41.64880069
508.13	42.15286532
508.54	41.61737959
508.96	42.13078243
509.37	42.85585901
509.78	43.21629352
510.2	44.28808391
510.61	44.5407419
511.02	44.9499712
511.44	44.96612528
511.85	45.88517683
512.26	45.91500991
512.68	46.61260604
513.09	46.43529215
513.5	47.71941422
513.91	47.04646713
514.33	48.16710623
514.74	48.61004461
515.15	48.81641191
515.56	48.49385479
515.98	49.14258532
516.39	49.12630525
516.8	49.77281364
517.21	49.08741195
517.62	50.05780873
518.04	50.41015864
518.45	50.43317386
518.86	51.20365897
519.27	51.68659119
519.68	51.9742365
520.1	52.37686611
520.51	52.83086905
520.92	52.61578692
521.33	52.54092823
521.74	52.57352681
522.15	52.48496273
522.56	53.587942
522.97	54.27319574
523.39	54.57731754
523.8	54.67463648
524.21	55.45889546
524.62	55.68634328
525.03	55.62256357
525.44	55.39251114
525.85	55.77105132
526.26	56.04199174
526.67	56.2259065
527.08	56.53838564
527.49	55.47502015
527.9	56.68487046
528.31	56.63025441
528.72	56.42841811
529.13	57.90790515
529.54	58.3895747
529.95	58.5421335
530.36	58.71001429
530.77	58.27831419
531.18	58.81746168
531.59	59.49059363
532	60.33870121
532.41	60.07030871
532.82	59.42582834
533.23	59.62322816
533.64	60.52454275
534.05	60.2940426
534.46	60.57209972
534.87	61.00204539
535.28	60.92740163
535.68	62.05755902
536.09	62.09140365
536.5	61.26303243
536.91	61.71253406
537.32	61.64994809
537.73	62.04247009
538.14	62.02636197
538.54	61.64406032
538.95	61.79878936
539.36	63.00860841
539.77	63.62686397
540.18	62.96762669
540.59	63.48265771
540.99	63.32741669
541.4	63.60979441
541.81	63.03673822
542.22	63.4571273
542.63	63.32000992
543.03	63.76630118
543.44	63.15266342
543.85	63.60118165
544.26	64.49502439
544.66	64.62571383
545.07	66.23703181
545.48	65.17773188
545.89	65.23945523
546.29	65.39769062
546.7	65.42274768
547.11	65.10478492
547.51	65.47694493
547.92	65.53301795
548.33	65.39736052
548.73	66.04619838
549.14	65.60953801
549.55	65.94284593
549.95	66.5006825
550.36	66.01352435
550.77	66.93379815
551.17	65.87015037
551.58	66.14150444
551.98	65.67709318
552.39	65.4931014
552.8	66.27542076
553.2	66.27198375
553.61	65.98690708
554.01	66.81977204
554.42	66.89190924
554.83	66.5827093
555.23	66.77247872
555.64	67.41920608
556.04	68.23995622
556.45	67.43755985
556.85	67.35560104
557.26	66.22802532
557.66	66.79359344
558.07	68.45575563
558.47	67.47916288
558.88	68.06083953
559.28	68.9724578
559.69	68.03193915
560.09	67.70367206
560.5	67.87419346
560.9	67.65584507
561.31	67.80180788
561.71	68.62039168
562.12	68.50175968
562.52	69.34569585
562.92	68.70130665
563.33	69.03303188
563.73	68.75607825
564.14	68.88338908
564.54	68.25246398
564.94	69.13058223
565.35	69.31303574
565.75	69.08940969
566.16	68.99598906
566.56	69.43518505
566.96	70.58198979
567.37	70.72039741
567.77	70.42774126
568.17	70.4959222
568.58	69.47320087
568.98	68.80807539
569.38	69.30335722
569.79	69.75165042
570.19	69.93466381
570.59	70.10776376
571	70.35725476
571.4	70.24191823
571.8	69.75199172
572.2	69.9255285
572.61	69.24497717
573.01	69.4029037
573.41	68.24616981
573.81	68.40870757
574.22	69.43776686
574.62	69.78666172
575.02	69.71995158
575.42	70.33914193
575.82	69.9799069
576.23	69.44005857
576.63	70.24889969
577.03	70.30071755
577.43	70.93580958
577.83	70.20249155
578.23	70.83071119
578.64	70.84455369
579.04	71.01182737
579.44	69.75768289
579.84	70.4407448
580.24	70.03995563
580.64	70.59982811
581.04	70.9230378
581.45	70.91012286
581.85	71.23452843
582.25	70.56841185
582.65	70.28172619
583.05	69.86591549
583.45	69.41354162
583.85	69.59188611
584.25	68.54617938
584.65	68.88881819
585.05	69.2684433
585.45	68.64400517
585.85	68.92597896
586.25	68.90345706
586.65	69.60137772
587.05	70.23399594
587.45	70.1071768
587.85	69.54834457
588.25	70.03706161
588.65	69.57942907
589.05	69.8310432
589.45	69.8937589
589.85	69.6080702
590.25	69.68786838
590.65	69.70399985
591.05	69.41133985
591.45	68.41638379
591.85	69.34757529
592.25	68.92897
592.65	68.60216565
593.04	68.09445415
593.44	67.55985435
593.84	67.8716064
594.24	67.55500161
594.64	68.45121748
595.04	67.36596684
595.44	67.47972734
595.84	67.12026267
596.23	66.56672807
596.63	66.60332463
597.03	66.9366496
597.43	67.13977411
597.83	66.84029503
598.22	66.3386534
598.62	65.95130322
599.02	66.55602992
599.42	65.81607597
599.82	65.00748141
600.21	64.31835
600.61	63.94500206
601.01	63.92336028
601.41	63.5071094
601.8	62.17618636
602.2	61.69796063
602.6	60.99147385
603	62.01692185
603.39	61.53203543
603.79	60.77851148
604.19	59.76028652
604.58	59.98019173
604.98	59.86250641
605.38	59.74622634
605.77	59.12935743
606.17	59.2454407
606.57	58.5218427
606.96	57.63500188
607.36	57.18732149
607.76	55.89931753
608.15	55.02317047
608.55	55.11883561
608.95	54.57802454
609.34	54.16499016
609.74	53.21052324
610.13	52.72803597
610.53	51.53804461
610.93	51.89391237
611.32	51.81244763
611.72	50.30566601
612.11	49.92281987
612.51	48.74475917
612.9	47.65380525
613.3	47.34945055
613.69	47.10113498
614.09	46.51059588
614.48	45.72695589
614.88	44.65181896
615.27	44.3267475
615.67	43.73015264
616.06	43.85134844
616.46	42.6047779
616.85	42.11842967
617.25	42.13654483
617.64	41.6959888
618.04	41.25905267
618.43	40.80497781
618.83	40.4634787
619.22	40.31798154
619.62	39.75048822
620.01	38.88896734
620.4	39.16269276
620.8	39.31778873
621.19	39.35394536
621.59	39.2361503
621.98	39.88606313
622.37	39.3221132
622.77	38.95895573
623.16	38.84079959
623.55	39.56318007
623.95	38.82993106
624.34	39.07054153
624.73	39.334234
625.13	40.06018362
625.52	39.75981944
625.91	40.03216742
626.31	40.11055163
626.7	40.67618417
627.09	40.55681383
627.49	41.3038482
627.88	41.44878138
628.27	41.87868457
628.66	41.95877104
629.06	42.2252565
629.45	42.39827467
629.84	42.79992734
630.23	42.77938941
630.63	43.83639122
631.02	44.17924534
631.41	44.55539708
631.8	44.74718083
632.19	44.8284449
632.59	45.3973936
632.98	45.7832599
633.37	46.19582047
633.76	45.98351811
634.15	46.31201663
634.54	46.62172634
634.94	47.4111821
635.33	47.96170126
635.72	48.60313347
636.11	48.81569729
636.5	49.14174348
636.89	49.53937561
637.28	50.62517661
637.67	50.6330392
638.06	50.33999369
638.45	51.23009378
638.85	51.48816621
639.24	51.61599749
639.63	51.97582916
640.02	52.31502434
640.41	52.14014571
640.8	52.04118414
641.19	52.39590991
641.58	52.57680308
641.97	52.96606458
642.36	53.41181256
642.75	53.67072957
643.14	53.43898972
643.53	54.76625514
643.92	55.13889394
644.31	55.62694239
644.7	55.67386559
645.09	55.04654592
645.48	55.33627551
645.87	55.58796007
646.26	55.68952316
646.65	56.07568792
647.03	56.84480925
647.42	57.13634672
647.81	56.8169618
648.2	56.1527671
648.59	55.76664424
648.98	56.04101133
649.37	56.620128
649.76	56.36769069
650.15	57.30176791
650.53	58.51679135
650.92	58.60517818
651.31	58.88061329
651.7	58.06966046
652.09	58.41410783
652.48	58.60225391
652.86	59.31608821
653.25	59.46641592
653.64	58.55145427
654.03	58.96774219
654.42	59.04130563
654.8	58.99965064
655.19	59.45962353
655.58	60.13600435
655.97	59.16123943
656.36	59.97216296
656.74	58.98009359
657.13	59.6673896
657.52	59.73676466
657.9	59.46298658
658.29	59.64103592
658.68	60.65272512
659.07	60.28262909
659.45	60.76607298
659.84	60.43218277
660.23	61.16794126
660.61	61.45180305
661	61.5800585
661.39	61.92757383
661.77	61.32038571
662.16	61.7011581
662.55	62.31570175
662.93	62.25503767
663.32	61.80267866
663.7	61.85119183
664.09	61.45911247
664.48	61.27431921
664.86	61.2372441
665.25	61.30401171
665.63	61.01241742
666.02	61.64199035
666.41	61.75026828
666.79	62.44742121
667.18	62.50270656
667.56	62.87108889
667.95	63.19833164
668.33	63.78716454
668.72	63.90032129
669.1	63.08384697
669.49	63.28137384
669.87	62.25878274
670.26	62.16050997
670.64	62.510173
671.03	62.57010505
671.41	62.50996146
671.8	62.66163303
672.18	62.60091704
672.57	62.38981782
672.95	62.38888117
673.34	64.09528117
673.72	64.16019411
674.1	63.12267288
674.49	63.91888141
674.87	62.77056277
675.26	62.79896868
675.64	63.21124694
676.02	63.52413261
676.41	62.96165835
676.79	62.96229758
677.17	61.95873742
677.56	61.84344184
677.94	61.70064514
678.33	62.05966129
678.71	62.37751088
679.09	62.00543904
679.48	61.39073506
679.86	61.60338766
680.24	61.19663776
680.62	61.52351538
681.01	60.99304765
681.39	61.14491842
681.77	61.56525768
682.16	61.84650684
682.54	61.25933308
682.92	61.9527724
683.3	61.26038376
683.69	61.28520984
684.07	62.46948187
684.45	62.26116152
684.83	62.33391643
685.21	60.91319625
685.6	60.80376066
685.98	59.72346298
686.36	59.52760871
686.74	60.4267118
687.12	59.60503892
687.51	60.47720015
687.89	60.73877985
688.27	60.46170735
688.65	60.74103802
689.03	60.59913538
689.41	61.67902909
689.79	60.67719191
690.18	60.01682838
690.56	59.90872541
690.94	59.92976565
691.32	59.37358868
691.7	60.11550787
692.08	59.88604548
692.46	59.20887539
692.84	58.45346576
693.22	59.13661053
693.6	58.98363811
693.98	58.43351581
694.36	58.49378299
694.74	58.78706752
695.12	58.71264539
695.5	58.24000059
695.88	57.5893932
696.26	57.46869441
696.64	58.05033621
697.02	58.05175732
697.4	58.58920219
697.78	57.84384168
698.16	56.08418285
698.54	56.15494855
698.92	56.17035972
699.3	55.50696419
699.68	55.33673661
700.06	56.13368899
700.44	55.78438405
700.82	55.38204379
701.2	55.32040615
701.58	55.23641115
701.96	55.54959708
702.33	55.59911574
702.71	55.12114273
703.09	54.03240766
703.47	54.70273403
703.85	54.6193568
704.23	54.74490464
704.61	54.17902599
704.98	54.12976178
705.36	54.9443003
705.74	55.03486787
706.12	54.16372209
706.5	54.97835724
706.88	54.49474422
707.25	53.54461729
707.63	53.37078496
708.01	53.36683802
708.39	53.28292962
708.76	53.79207168
709.14	54.63073432
709.52	53.78142577
709.9	53.36807182
710.27	52.94648236
710.65	52.90256089
711.03	52.52806103
711.41	51.61547779
711.78	51.44490382
712.16	51.24191334
712.54	52.32520167
712.91	52.22181953
713.29	51.80660743
713.67	50.78870207
714.04	51.29412698
714.42	51.81521436
714.8	52.14040623
715.17	51.20535092
715.55	52.1028776
715.93	52.39075507
716.3	52.44884511
716.68	52.17119374
717.05	51.92196448
717.43	51.34887608
717.81	51.15719282
718.18	51.03256089
718.56	50.83920997
718.93	51.51633258
719.31	51.23716153
719.68	50.97799967
720.06	51.64851402
720.43	51.45666995
720.81	51.34813199
721.19	52.05313879
721.56	51.76126311
721.94	52.15018263
722.31	51.77347448
722.69	51.74498359
723.06	51.78396565
723.43	52.0332503
723.81	51.02122433
724.18	51.16268572
724.56	50.90524741
724.93	50.95287148
725.31	51.35879314
725.68	50.96787739
726.06	50.80434877
726.43	51.47084367
726.8	51.55177152
727.18	52.19297067
727.55	51.56729516
727.93	51.8224161
728.3	51.10332226
728.67	52.3886571
729.05	51.89382087
729.42	52.32780896
729.8	52.12710784
730.17	52.23997233
730.54	51.96427933
730.92	52.38956217
731.29	52.01256062
731.66	52.35969317
732.03	52.87225725
732.41	52.87278058
732.78	53.47315769
733.15	52.68487685
733.53	53.25386012
733.9	54.24693435
734.27	54.25021565
734.64	54.57180771
735.02	55.07696724
735.39	55.46786096
735.76	55.07743795
736.13	55.15995501
736.51	55.46985121
736.88	55.49257738
737.25	55.99968591
737.62	55.52361677
737.99	55.84818741
738.37	55.90430873
738.74	55.36592547
739.11	55.95394648
739.48	56.59449637
739.85	55.88351847
740.22	57.6460935
740.6	57.39812401
740.97	58.58314298
741.34	57.66793163
741.71	56.89035747
742.08	57.26146438
742.45	57.24632488
742.82	58.60461342
743.19	57.97610312
743.56	57.94701893
743.94	58.60100145
744.31	57.89970471
744.68	57.67125764
745.05	58.10565068
745.42	58.49259718
745.79	58.54144282
746.16	58.33445412
746.53	57.36027663
746.9	58.21270048
747.27	58.81670135
747.64	58.12658397
748.01	59.74281491
748.38	58.3694822
748.75	58.53910462
749.12	59.27091578
749.49	59.65743174
749.86	60.15044125
750.23	60.67114682
750.6	60.44251816
750.97	60.39818027
751.34	59.99323979
751.7	60.0376153
752.07	60.92248115
752.44	60.09845898
752.81	60.25496872
753.18	60.57004259
753.55	61.00039203
753.92	61.91576462
754.29	62.41496778
754.66	62.4293298
755.02	63.14100382
755.39	64.25118541
755.76	64.35892043
756.13	64.74338423
756.5	64.30652225
756.87	64.93318368
757.23	64.32768078
757.6	64.44997025
757.97	63.34982561
758.34	62.51934234
758.71	63.31301265
759.07	64.26278506
759.44	64.67923207
759.81	64.03370799
760.18	65.39749018
760.54	65.54985013
760.91	66.00064154
761.28	64.37982584
761.65	64.73905856
762.01	64.91598176
762.38	65.23867825
762.75	66.02148146
763.11	66.02626643
763.48	65.22794612
763.85	64.97602658
764.21	64.48658322
764.58	64.78472756
764.95	64.42480565
765.31	63.78512746
765.68	66.24053479
766.05	66.68283101
766.41	66.66633434
766.78	67.87598153
767.14	68.46273897
767.51	67.16439594
767.88	67.72531701
768.24	68.79548091
768.61	68.28915574
768.97	67.03722191
769.34	67.99019096
769.71	68.48696395
770.07	68.06389971
770.44	68.64714248
770.8	67.94780565
771.17	67.85550865
771.53	69.32231947
771.9	69.00093693
772.26	69.0760149
772.63	67.46860259
772.99	68.56961705
773.36	67.81135012
773.72	68.5560727
774.09	68.60687988
774.45	68.28963279
774.82	67.83463091
775.18	67.01239154
775.54	66.83117566
775.91	68.96388256
776.27	68.96352166
776.64	69.64777124
777	69.59440853
777.37	69.26880112
777.73	69.41910708
778.09	69.40184996
778.46	70.06708896
778.82	70.93535822
779.19	69.84527704
779.55	71.63493712
779.91	70.83002912
780.28	72.2650122
780.64	72.11801577
781	72.92344735
781.37	71.44600215
781.73	71.81322238
782.09	72.50063795
782.45	72.24634679
782.82	71.52490104
783.18	71.36318249
783.54	69.45303533
783.91	68.72620843
784.27	70.37069068
784.63	70.81743972
784.99	69.70551143
785.36	70.43769037
785.72	69.86222759
786.08	70.0857226
786.44	70.94490386
786.81	71.74039255
787.17	71.87271471
787.53	74.11809497
787.89	72.1767341
788.25	72.1892353
788.61	72.48222819
788.98	72.27370255
789.34	74.04547171
789.7	73.77110062
790.06	74.02106059
790.42	75.07947559
790.78	74.16964476
791.14	74.45715373
791.51	72.98607378
791.87	73.95842257
792.23	72.97616016
792.59	73.66198544
792.95	74.37629256
793.31	75.28371255
793.67	74.29725949
794.03	73.94648319
794.39	75.44420583
794.75	75.18648602
795.11	73.57278476
795.47	72.77568191
795.83	74.2688412
796.19	73.08533418
796.55	73.30407053
796.91	73.82425544
797.27	73.74712832
797.63	73.7912767
797.99	73.39217347
798.35	74.66518883
798.71	75.91538802
799.07	75.18468225
799.43	73.34390846
799.79	73.70619773
800.15	74.34400996
800.51	74.14925517
800.87	75.33484281
801.23	73.65477485
801.59	73.78521827
801.95	74.70806518
802.31	74.76961271
802.66	75.60056003
803.02	73.68933164
803.38	74.14086047
803.74	75.55492418
804.1	75.34908469
804.46	74.94389247
804.82	72.42426029
805.17	73.72178652
805.53	74.06173681
805.89	75.42250625
806.25	74.6981623
806.61	73.83064027
806.97	75.09321252
807.32	75.20627648
807.68	76.00540854
808.04	77.12584663
808.4	76.94522975
808.75	75.53386745
809.11	75.66323311
809.47	77.21713889
809.83	77.44055966
810.18	77.2928176
810.54	77.03437705
810.9	78.28065922
811.25	78.95811549
811.61	78.08192914
811.97	77.87215689
812.33	76.21666451
812.68	75.31429141
813.04	76.37665063
813.4	75.91438858
813.75	76.15617043
814.11	76.27355237
814.46	76.82507959
814.82	76.13470416
815.18	76.62041844
815.53	75.76097667
815.89	78.18235666
816.25	77.82385326
816.6	78.22035038
816.96	77.48856553
817.31	77.91594938
817.67	77.47064343
818.02	78.40629158
818.38	78.25477989
818.74	78.01317478
819.09	76.5082401
819.45	76.04203879
819.8	75.62526146
820.16	76.12004613
820.51	75.50970177
820.87	75.81341992
821.22	76.69097372
821.58	78.23348724
821.93	77.20377728
822.29	75.9407717
822.64	78.2489416
823	77.44897353
823.35	79.90374335
823.7	78.80476281
824.06	77.41533766
824.41	76.73321326
824.77	77.04655407
825.12	76.5150494
825.48	76.6480477
825.83	75.4137141
826.18	76.23421358
826.54	77.17042686
826.89	78.65273204
827.24	78.84449902
827.6	77.81757114
827.95	77.67421817
828.31	76.62913825
828.66	77.93477807
829.01	79.27653314
829.37	76.724556
829.72	76.92690257
830.07	76.51033386
830.42	77.65085852
830.78	78.440702
831.13	78.25436307
831.48	78.00839714
831.84	78.15599099
832.19	77.49972027
832.54	77.26034694
832.89	76.00500893
833.25	75.49384881
833.6	75.69666003
833.95	74.99382479
834.3	75.88496962
834.65	75.03308222
835.01	76.77833199
835.36	76.28200354
835.71	76.47132277
836.06	76.93333959
836.41	77.99983612
836.77	75.74696545
837.12	76.81161505
837.47	76.017926
837.82	77.31848296
838.17	76.13195392
838.52	77.37376521
838.87	79.24922111
839.23	79.45265466
839.58	78.26100852
839.93	77.93405144
840.28	79.51010802
840.63	78.92933042
840.98	77.42956069
841.33	77.31145193
841.68	77.85980688
842.03	77.12949897
842.38	76.71351584
842.73	78.60772942
843.08	77.08989347
843.43	75.98039216
843.78	74.57533918
844.13	75.27160513
844.48	74.07455064
844.83	74.93947718
845.18	76.55960764
845.53	77.64288081
845.88	77.93944429
846.23	78.39660084
846.58	79.17736806
846.93	77.99267457
847.28	78.50573836
847.63	76.42536431
847.98	76.01037664
848.33	77.05704232
848.68	76.36952766
849.03	77.15495903
849.38	77.31685363
849.72	77.77361233
850.07	74.82885756
850.42	75.98413593
850.77	75.45720938
851.12	75.86428919
851.47	77.08366757
851.82	76.37526558
852.16	77.46730026
852.51	76.46257518
852.86	77.15218644
853.21	75.99629812
853.56	76.48582082
853.9	75.75701435
854.25	77.81053525
854.6	76.3729369
854.95	75.32326713
855.3	74.70919953
855.64	76.59896168
855.99	76.40460147
856.34	76.56257393
856.69	74.92466645
857.03	74.19835983
857.38	73.96790771
857.73	75.7849509
858.07	77.62695305
858.42	77.81463187
858.77	76.7251345
859.12	77.01720759
859.46	78.21116403
859.81	75.63230188
860.16	75.43121138
860.5	74.46982037
860.85	77.01026646
861.19	76.60138147
861.54	76.42694441
861.89	78.07754513
862.23	77.33003809
862.58	79.09305821
862.93	78.45847597
863.27	77.02149935
863.62	75.63725618
863.96	77.82362763
864.31	76.57969879
864.65	76.76046122
865	76.60094177
865.35	77.6759531
865.69	78.02237004
866.04	74.71553697
866.38	73.95516349
866.73	75.13262177
867.07	73.47782499
867.42	74.08141681
867.76	73.67911921
868.11	73.87481856
868.45	72.57225514
868.8	74.09138073
869.14	73.63637929
869.48	74.57248977
869.83	75.46529971
870.17	74.71988016
870.52	78.14964326
870.86	77.81796668
871.21	76.60890287
871.55	76.58827546
871.89	76.07330763
872.24	75.18872263
872.58	75.84838422
872.93	77.92518786
873.27	76.2143601
873.61	77.05419431
873.96	76.09143216
874.3	74.60857951
874.64	73.36805782
874.99	73.23486797
875.33	74.72037057
875.67	75.02417429
876.02	75.10368728
876.36	73.34982168
876.7	73.82474507
877.05	73.95697961
877.39	75.42120979
877.73	73.00397
878.07	72.75232287
878.42	72.94360152
878.76	71.29619103
879.1	72.55358497
879.44	72.26199332
879.79	75.11619189
880.13	75.13144318
880.47	75.31680454
880.81	77.04600788
881.15	77.60057989
881.5	76.89481037
881.84	78.72864965
882.18	76.81533171
882.52	72.99070501
882.86	71.9110702
883.2	73.28756176
883.55	71.85015083
883.89	75.42630331
884.23	75.11026672
884.57	73.4723689
884.91	73.07501263
885.25	74.72500237
885.59	74.34734224
885.93	74.24606585
886.27	74.09053579
886.62	73.84488755
886.96	72.99910943
887.3	76.66570522
887.64	75.52817133
887.98	73.71216131
888.32	74.84289241
888.66	77.03483849
889	76.15263802
889.34	75.99600598
889.68	76.34594084
890.02	76.48421917
890.36	75.48749208
890.7	75.67364312
891.04	74.46836716
891.38	72.86096257
891.72	72.61565461
892.06	73.91582258
892.4	73.74997118
892.74	73.91022318
893.08	74.45681976
893.41	74.30871489
893.75	74.24248454
894.09	74.62269676
894.43	74.57554849
894.77	75.05892778
895.11	75.39103231
895.45	77.25419513
895.79	75.68584742
896.13	74.52234857
896.46	73.5033974
896.8	74.03882108
897.14	75.44820266
