wv	8L	6L	10L	12L
608.55	77.45462829	85.37854051	75.65115043	77.73938796
608.95	75.68607384	85.88810553	74.95640967	78.68622546
609.34	74.75165563	86.6909994	76.01595424	79.48148706
609.74	72.67900542	85.52252758	76.21050664	78.87081698
610.13	71.81896294	85.16138673	75.70980275	80.10684399
610.53	71.22975897	86.42638609	77.23677338	81.19916424
610.93	70.42545251	86.09068856	77.3203956	80.76506811
611.32	68.52828199	86.44648641	77.71710477	82.4998117
611.72	68.49024756	87.3855964	78.59339835	83.88597149
612.11	66.07236694	86.67517454	79.11192853	84.81345244
612.51	64.87736985	86.5031598	78.79175444	85.58531447
612.9	63.9366956	86.55716851	78.3036516	85.91739
613.3	61.08055886	85.44143876	77.97636742	85.96536861
613.69	60.51209946	86.70909495	79.15710797	85.75445867
614.09	59.1320307	86.60042268	78.90326647	86.41133069
614.48	58.70678853	86.87992924	79.22901157	87.35534753
614.88	57.69188028	86.21647652	79.65624537	87.47592236
615.27	56.79743171	86.73545131	79.179038	87.59649644
615.67	55.17964618	86.43078607	78.80357469	87.37552435
616.06	54.68703922	88.14877617	79.55249189	88.79017989
616.46	54.78962979	87.48031784	79.90039914	89.45036435
616.85	55.48265653	87.18520414	80.50001828	89.13702986
617.25	56.66326456	86.05015674	79.98104542	89.53852883
617.64	56.27359009	86.46341017	81.27817069	89.14214519
618.04	57.40330267	87.09963427	81.31441871	90.17326093
618.43	57.62839325	86.21790169	81.32795304	90.28246515
618.83	58.61312793	87.09320753	81.20370029	90.36228946
619.22	59.36682269	86.27870121	82.04400545	91.16205359
619.62	59.84779021	86.40748212	81.01962223	91.21584449
620.01	61.6989843	86.26038781	82.67405355	91.07294552
620.4	63.18057909	86.46209386	82.11154498	92.42982392
620.8	64.65955945	87.06214479	82.63066008	93.2097619
621.19	66.52986183	86.77016788	81.60748774	92.35254791
621.59	65.96000741	87.23569709	82.24032587	92.0422144
621.98	66.34135522	87.5938043	81.12084581	92.18513179
622.37	67.23062066	87.68339338	82.26052074	93.67826765
622.77	68.57572495	87.82163146	81.37229421	94.33780121
623.16	69.10603758	87.03161484	81.28312516	94.01801268
623.55	70.05303958	87.15923	80.62757316	93.89117614
623.95	70.38809736	88.03428317	81.32977145	93.23612348
624.34	70.56574356	88.52921524	81.2792338	92.48645037
624.73	71.3134629	87.89868318	81.4003805	93.81877868
625.13	71.86532941	87.52842922	80.98877745	94.0718094
625.52	73.13393824	86.35973265	81.75945633	93.6223442
625.91	74.02631285	85.94908874	81.59591517	93.51496403
626.31	74.07973744	86.04408309	81.20687726	93.94323649
626.7	74.85694925	86.38006324	82.37464237	94.07468755
627.09	74.76635514	86.43913882	83.03000492	94.03685346
627.49	76.04354326	86.93702327	83.4412971	95.27003718
627.88	75.7539713	87.71007597	82.72580769	93.87614151
628.27	74.375	86.38930723	81.97665663	91.86370482
628.66	76.27179545	87.36336473	82.50690268	92.19335073
629.06	76.45309441	86.45535311	81.84761331	92.85122722
629.45	76.70767605	85.90459657	82.2363952	93.63348177
629.84	76.3327431	85.97747052	81.30957315	93.35418001
630.23	77.71174418	87.43146352	83.40937847	94.01863425
630.63	79.29038063	88.32296679	84.75139851	95.1101201
631.02	80.83002414	88.65140543	85.17091022	95.21529238
631.41	81.76063995	87.12721342	85.35259397	94.28393911
631.8	80.59102943	88.37019156	84.65581685	92.77760473
632.19	80.66590847	87.99560767	84.36801443	94.59978823
632.59	81.64981162	88.97085068	84.28316478	94.87209994
632.98	83.44767419	88.31740493	84.79200539	94.61474402
633.37	81.72582813	86.2558305	83.62321132	92.46976046
633.76	81.57894737	86.26126126	83.31357673	91.74569306
634.15	81.28102291	86.3439622	83.25854743	92.22491363
634.54	80.80804052	85.83336657	83.8272245	90.84672756
634.94	82.49272358	85.64251824	83.86826682	90.43897771
635.33	81.36196465	85.2374738	82.95566892	89.57567129
635.72	81.43530064	85.71032736	83.8459407	89.32826663
636.11	81.89905087	86.04106271	84.19443231	88.88050514
636.5	81.27423823	84.95053423	84.5112782	87.25761773
636.89	81.96003503	84.90566038	83.954303	87.83536343
637.28	82.12811987	85.87396338	85.00861344	86.4628821
637.67	81.08054933	84.30724432	83.4808956	84.1301696
638.06	82.39128707	85.29294857	84.01701248	83.92956515
638.45	82.54229135	83.8771747	83.95734787	83.59255993
638.85	83.40307395	85.22571819	84.56586465	82.36501167
639.24	84.31452269	85.55049602	85.31875102	80.98674581
639.63	84.92928638	83.93645905	84.63751672	80.99444827
640.02	84.53695494	84.15410655	84.64576449	79.55992585
640.41	84.56138943	84.19237094	83.64285428	76.97244395
640.8	82.79638917	84.71013039	84.00802407	75.33600802
641.19	82.07859275	83.62785443	84.62438473	73.59799887
641.58	83.43161576	84.62727236	83.91963886	72.74797674
641.97	82.2356422	83.65014388	84.14055851	70.06444291
642.36	83.19677143	84.40748441	85.72010925	68.40528311
642.75	85.05400448	83.51742409	85.35561443	67.03688608
643.14	83.73025516	82.24787363	84.15552855	65.01417578
643.53	84.87284119	82.98915956	85.38394955	64.12142945
643.92	84.89108097	81.82079737	85.00616523	62.95519934
644.31	84.58099184	81.34049797	84.30206325	61.18995857
644.7	84.65567331	80.2119563	84.22603216	59.64851262
645.09	85.59061256	80.49070693	83.54326509	59.05510196
645.48	84	80.39837398	84.00609756	58.55894309
645.87	83.89999593	79.92996458	84.17688017	56.78366383
646.26	85.54439204	79.70678696	84.18494976	57.6809514
646.65	85.32355728	79.37554064	85.24941302	56.91601104
647.03	84.72040549	78.15565729	85.16595814	56.76708633
647.42	85.98361985	78.24764839	84.9456698	55.93780409
647.81	87.37421448	78.53534316	85.05360003	56.22253255
648.2	86.37071651	77.35694376	85.34595835	56.6957698
648.59	85.92697769	75.68154158	83.62677485	55.61257606
648.98	84.96579411	76.33034288	84.88386383	56.20621851
649.37	84.56719818	74.86169867	83.37129841	55.47307192
649.76	84.19624048	74.23027062	83.65337871	55.08629071
650.15	85.64599166	75.30031871	84.89825938	56.11056632
650.53	86.92802374	73.55923819	85.04823151	55.86404485
650.92	86.49697663	74.29522798	84.3397614	55.83632947
651.31	87.52318536	73.35023288	83.95779234	56.0776555
651.7	87.38148525	73.53814852	84.08138352	55.25330621
652.09	88.41751118	72.98650146	84.86029623	56.47437738
652.48	87.60171744	72.50868943	84.62891024	55.67164179
652.86	87.67849857	72.51121991	84.70420237	56.07303142
653.25	86.88295688	72.95893224	86.14373717	56.42505133
653.64	87.65340886	71.91027378	85.28095883	58.0039404
654.03	87.17822594	71.6961797	85.55090999	58.28619446
654.42	85.96661412	71.68061113	83.92142597	57.3925872
654.8	85.73697715	71.20922087	85.09347127	59.10683012
655.19	87.73592681	71.77944449	86.05044095	59.46797989
655.58	87.71849509	72.5153987	85.96637257	58.94581322
655.97	87.30808598	71.43500512	85.73592631	58.67144319
656.36	86.33497134	72.16011466	85.65110565	58.83087633
656.74	85.91618132	71.97287501	85.16270924	59.70146214
657.13	85.91685466	71.16701579	85.17966484	60.20987754
657.52	86.44801732	71.14790907	85.88669259	59.81115432
657.9	86.51142355	71.57293497	84.59418437	60.20330724
658.29	85.82768249	71.45991225	83.71360191	60.80773833
658.68	85.45156519	71.30492144	83.56454644	61.15220086
659.07	86.56384098	72.07513562	86.12662942	63.01109222
659.45	86.83601834	71.11755874	84.50675648	63.3465893
659.84	87.16925832	73.06032728	85.1257836	64.45290239
660.23	87.71936919	71.85604529	84.8362313	64.76344521
660.61	87.3704321	72.79378887	85.02906386	65.91398724
661	86.64073153	72.78415016	85.04050694	65.45079009
661.39	89.45135747	72.62847447	84.45378151	65.79266322
661.77	89.53559116	72.87568445	84.75765565	65.91969175
662.16	89.69923894	73.04139026	83.93227789	67.3375117
662.55	89.25154071	73.34576711	83.79824846	68.04249108
662.93	89.38304699	74.02217619	84.84220787	68.71776126
663.32	88.43118306	73.99130225	84.61383587	68.27333494
663.7	88.39515241	74.61133554	85.37560697	69.34957359
664.09	88.43876723	75.19870235	86.11111111	70.06082725
664.48	87.921008	75.8339391	84.47621355	70.92924643
664.86	87.1349708	76.16809345	84.36274902	69.96959757
665.25	86.94266247	75.97720843	84.1455154	71.00848707
665.63	86.89819409	75.49712244	83.57213733	71.82377456
666.02	86.02656668	76.30938609	83.20236148	70.75072799
666.41	87.2255813	76.98332184	82.534594	72.24363917
666.79	86.75313023	77.55210245	81.35323627	72.41934826
667.18	88.36964018	77.03947102	81.48959474	72.8692548
667.56	87.47567305	78.14223159	80.68845281	73.5383555
667.95	89.58811006	78.81591877	80.61333115	73.22715362
668.33	89.72650341	77.96083562	80.52001145	74.52884183
668.72	89.17889276	77.57153279	78.16527519	74.45083894
669.1	87.52557878	77.06736749	78.71042812	75.41628215
669.49	88.52478791	77.56423143	78.19950947	75.01306743
669.87	89.30383601	79.37081388	79.55348082	75.67485285
670.26	90.28834031	79.79991053	79.24275082	75.57851072
670.64	89.21359383	79.94992612	78.55442456	76.78542111
671.03	89.17534224	80.44101976	78.84252808	76.08000656
671.41	88.3995088	81.01923864	78.32173557	75.53008596
671.8	88.19280059	80.74851033	77.8018121	76.83046282
672.18	89.76104989	80.56208988	79.43543395	78.2200487
672.57	89.77903962	80.50857919	77.28264	78.76393861
672.95	88.69783852	80.73725617	76.68194168	77.21116023
673.34	89.4534131	81.63566336	75.85839548	78.88633942
673.72	88.75924404	81.38455218	76.87756779	78.79211175
674.1	88.72158858	81.77566259	76.05235087	78.8791335
674.49	88.47374847	82.72283272	75.42328042	78.61619862
674.87	88.30511931	80.90352845	75.9004691	78.94758311
675.26	88.9139807	82.5703141	75.73188257	80.10675426
675.64	88.9250144	82.48415507	75.69141493	80.36875463
676.02	91.38890051	82.62306052	77.42879846	81.45623353
676.41	90.85592548	83.00680897	76.56961444	82.04603367
676.79	91.06245814	82.58958473	76.54680174	81.88211654
677.17	89.61066175	83.66581451	76.37148485	82.21784502
677.56	91.74468085	85.05957447	78.91914894	83.35957447
677.94	92.30933288	84.81487801	77.98157311	83.08735711
678.33	92.09010403	84.39085203	77.63734847	82.78737856
678.71	88.9941174	81.90162293	76.49046685	82.26459176
679.09	91.4945167	82.64473349	78.1730851	83.35883703
679.48	92.82839212	84.37784029	78.63016663	84.97944168
679.86	92.68260898	84.40303208	79.2967138	84.16845855
680.24	91.71060593	84.18618722	79.25058346	84.32016596
680.62	90.47083748	83.40178996	78.77556315	84.24921095
681.01	91.66214662	85.25308629	79.5014211	84.41127335
681.39	90.14846557	85.0841882	79.29706099	84.95000649
681.77	90.98623257	84.00727336	79.0111698	84.1847779
682.16	91.2665079	83.83632821	80.75990474	83.59818142
682.54	92.44304181	83.78366694	80.40292249	84.25057282
682.92	92.6733878	85.13384321	80.56014253	84.43420824
683.3	91.8312703	86.03283294	81.12544992	85.78702484
683.69	93.86654883	85.65620857	80.84843129	87.53424658
684.07	91.32330499	84.38194899	79.74057118	85.85131894
684.45	90.94893045	83.5900551	78.33123617	86.1847529
684.83	91.01671309	85.24112117	79.01070682	84.81023677
685.21	90.25341131	85.18518519	79.78340914	85.70500325
685.6	90.23011351	85.67642772	81.33032993	85.82659777
685.98	90.55928802	84.63921124	81.22764157	85.96108542
686.36	89.04696013	85.27198824	80.06572689	84.88714002
686.74	88.30881396	86.38198151	80.85101766	86.40801979
687.12	88.07438876	87.3634472	81.21640368	85.456043
687.51	89.90376126	87.12034257	82.46512449	87.23512273
687.89	90.73754153	86.08637874	81.96677741	88.57142857
688.27	89.97574421	85.80815877	81.71554576	87.53252481
688.65	91.14562414	86.65149284	82.14843576	88.99004775
689.03	91.58021283	85.76517209	83.2628345	88.16064829
689.41	90.97930044	87.26595124	82.81846347	88.25378295
689.79	92.60067267	87.55567676	84.48777384	88.81919825
690.18	92.84555776	87.28825014	82.81672373	88.08343846
690.56	92.00397094	86.93199765	83.50931817	89.72068047
690.94	91.63705931	87.45558896	83.66356928	89.10904619
691.32	91.67426176	88.61192125	85.09159679	88.15393729
691.7	91.09496604	87.75023618	82.77025507	87.61527734
692.08	88.68956857	87.65808593	81.78087721	86.86429276
692.46	90.81628023	87.19542629	82.36308362	86.64186215
692.84	89.80715	87.0190121	83.25752752	86.83252979
693.22	91.09689214	88.84369287	83.38665448	88.42778793
693.6	90.87394189	87.30267673	83.84351407	87.29810112
693.98	90.84455436	87.54694513	83.87377485	87.63854539
694.36	92.27597072	87.06792698	83.97507182	89.06959503
694.74	93.4501845	85.88560886	82.83210332	88.6300738
695.12	93.29569842	87.2772231	84.22832882	89.77792293
695.5	90.85202622	86.14880458	83.13486569	88.10578787
695.88	90.48125868	86.8718186	84.57889866	89.68533087
696.26	88.1604831	86.61420925	83.16940391	88.21995517
696.64	88.50753792	85.53361133	82.84378866	88.80538881
697.02	90.09543762	87.09497207	82.87243948	90.02327747
697.4	90.02063403	86.73560308	83.54436316	90.48021009
697.78	89.77628267	86.36759275	83.76579077	90.6255146
698.16	90.78826006	86.83868221	84.18986354	90.96800132
698.54	90.37456032	87.64854074	84.09544634	90.99724308
698.92	90.00283006	87.06193104	83.53615396	89.56181312
699.3	89.77794793	88.64615237	83.62366003	91.32609112
699.68	90.53642762	86.58455393	83.90954917	90.50313867
700.06	92.60610716	88.42903783	83.56059151	91.15613597
700.44	93.24955462	88.23246184	85.33391112	91.74731571
700.82	91.71727799	88.69494524	83.69518435	92.39634642
701.2	91.64090426	88.24751232	84.025698	92.98135446
701.58	90.29632821	87.24448274	84.02029776	92.23993489
701.96	91.13309957	87.86204909	84.71588453	92.14179355
702.33	91.12605613	87.07390502	84.52461882	92.54637273
702.71	90.63862777	87.81374164	85.64298866	91.27822463
703.09	91.29083936	87.78824215	85.88766445	91.53356959
703.47	91.20595678	87.70683278	85.14697294	90.15962624
703.85	90.02282994	88.45144994	85.15082334	90.22684218
704.23	91.22087058	87.58854854	85.15071572	91.11827642
704.61	91.34878717	88.69816119	86.37030516	91.61287167
704.98	92.94959044	89.6285481	87.25778911	91.38063303
705.36	91.63854243	89.13670824	85.19931524	91.95402299
705.74	92.59331927	89.01015353	84.41408741	90.01324373
706.12	92.95955067	88.9244716	85.09631965	90.25225403
706.5	92.99618604	88.53831294	84.67729952	91.22789638
706.88	93.32567318	88.84448219	86.86616376	91.40730379
707.25	93.37763178	89.46543228	87.61136827	92.40207058
707.63	92.34613101	88.68493964	87.07698397	92.34613101
708.01	94.15600577	88.21992135	86.73652248	92.16984419
708.39	91.70686825	88.84716765	86.91003133	91.64221415
708.76	91.47814846	88.53726446	86.49132402	90.26003083
709.14	90.65467018	89.66545708	85.75334294	89.49644579
709.52	91.50790134	88.74858465	86.14680254	88.78058386
709.9	90.1028088	89.42889468	86.17492252	88.46967386
710.27	93.39537676	90.93615531	88.1667167	90.04803362
710.65	92.93203591	91.24236253	87.79261271	90.45284252
711.03	93.84108956	89.6270982	87.29269273	90.04422555
711.41	95.21392313	92.7716772	88.92054284	92.08536206
711.78	95.15987169	92.06850166	89.89548841	91.75548427
712.16	94.44200181	90.76942972	89.88232251	91.40825036
712.54	95.29958678	90.75671488	90.15237603	90.41322314
712.91	92.32130038	90.74197518	89.7266947	89.12419239
713.29	92.64894216	90.52302648	89.57020644	89.11940987
713.67	93.31392353	89.92837267	86.45264351	89.60630733
714.04	92.42853859	88.60449077	86.37188035	89.11283112
714.42	92.74715122	88.50477364	85.33774766	90.96858639
714.8	90.90374687	89.72550222	85.06364055	92.20722793
715.17	91.27749707	89.61618946	85.54075435	89.38651559
715.55	92.63414634	90.03851091	86.23620026	89.80231065
715.93	91.32870727	90.16962221	86.6692367	88.80236443
716.3	90.54825741	89.69808712	85.71611482	88.92217869
716.68	90.14936904	89.79654906	86.36106104	89.45145506
717.05	90.94386759	91.08959846	88.07869467	88.77872329
717.43	91.39085064	91.29861916	88.03362496	88.92695267
717.81	88.92513203	89.91405198	86.48648649	88.12001657
718.18	92.09611293	89.25995122	86.57688515	89.23140796
718.56	92.41382901	88.99041966	86.79318963	88.24846402
718.93	92.38574728	89.83468715	85.72392495	87.94280227
719.31	93.913452	89.84966331	86.90295975	90.23594509
719.68	91.67885499	90.01514835	86.66161722	87.7507313
720.06	92.53166553	91.0758396	86.09081831	88.27192936
720.43	92.2822318	90.62729852	87.5065672	87.63003047
720.81	92.66557774	91.83044418	88.15269508	88.24490226
721.19	91.37077231	91.6499842	88.19144453	87.82794226
721.56	91.37563663	91.66406818	87.65980667	88.11713959
721.94	92.06887623	90.87260487	86.72967374	87.47799068
722.31	92.32721998	92.04745622	86.90291162	87.84581909
722.69	91.20695942	91.85289368	86.99536386	89.11809137
723.06	91.81245444	90.84400708	86.50161408	87.29303343
723.43	91.32441524	90.57081019	86.18216903	87.13916921
723.81	92.2445016	91.94792924	86.11621437	86.29993176
724.18	92.18619247	91.50627615	87.24633891	85.71129707
724.56	92.20972193	91.84355763	88.48439822	86.30598599
724.93	91.32960186	91.36656458	87.13961348	85.58189883
725.31	91.80563313	91.86946461	86.51825846	86.26559217
725.68	92.13259844	91.82786581	87.3946685	87.00779056
726.06	93.25923557	92.29969615	88.23498054	85.94541287
726.43	94.17731131	94.04713476	90.44558349	86.22298159
726.8	95.02572434	92.31248308	88.88437585	87.22177092
727.18	93.53911251	91.96050776	88.17402626	86.73917761
727.55	93.63626546	92.81278687	89.28667855	85.32048167
727.93	94.3820837	93.15333479	89.40170009	85.0043592
728.3	93.47318081	93.99217434	89.65001902	85.36764306
728.67	93.5082536	92.76556528	87.19269238	84.37101889
729.05	92.36941259	91.77848256	87.79377084	84.08826001
729.42	93.58246438	93.48146531	88.16946006	85.83010318
729.8	92.36139518	91.80506695	88.13439145	83.40832856
730.17	91.83995216	90.8668352	87.11571394	81.98918155
730.54	93.29449269	91.94789491	89.57073761	83.19500934
730.92	93.98086706	91.59754479	89.92756027	84.42545897
731.29	90.66532368	91.35405891	87.55920945	83.42407579
731.66	91.4912185	91.19122941	86.44594742	83.78422603
732.03	91.22566493	91.77131889	88.20126131	84.58184809
732.41	92.71173869	91.0661795	88.25032279	84.01142826
732.78	90.03408316	89.49147921	86.36673483	83.35105658
733.15	92.29765738	91.12634618	87.90662818	84.02076163
733.53	92.21526628	91.90365234	87.7263412	85.22220039
733.9	91.10899198	91.44556011	87.6283166	83.13232737
734.27	93.70284304	92.48357575	87.35978426	85.08190607
734.64	92.16346565	92.33469364	87.67158472	83.64772695
735.02	93.71703605	92.06847854	87.71075309	84.17154221
735.39	94.72857849	92.78923037	88.82330707	85.53775478
735.76	95.08311054	91.63954434	86.0688132	85.03429036
736.13	92.05555397	91.20681279	86.66018918	83.30809019
736.51	90.20558628	92.4514391	88.27165745	83.5502623
736.88	89.81189889	92.73980764	87.58475899	83.99580106
737.25	91.23867944	94.15815515	88.90078412	84.9657128
737.62	90.7120743	92.3497584	89.49393825	84.6995168
737.99	90.01681918	93.28943242	88.96775849	83.50580119
738.37	90.0392849	92.30528353	88.51628331	83.6512184
738.74	90.93126134	92.10809891	86.77971869	84.12828947
739.11	91.43481889	92.47345858	89.13600138	85.09077308
739.48	92.44779582	91.56902552	88.23085847	82.89153132
739.85	91.18803864	91.28058303	87.10451732	82.35583319
740.22	91.98868158	91.26654287	86.63896012	83.43502225
740.6	91.40520403	91.1723616	86.88223994	82.31852844
740.97	93.72140013	92.07226481	89.27616331	81.8000832
741.34	94.41377854	93.86782493	91.88912014	83.09655235
741.71	92.98695873	92.88549345	90.6681787	83.20451222
742.08	93.04456106	91.84084912	88.66850485	82.20225918
742.45	93.751849	92.26968818	88.48293	83.14005088
742.82	92.67617252	91.40643413	86.62502946	81.15425407
743.19	92.08664898	92.86472149	87.48894783	82.70262305
743.56	91.68052274	91.46757679	86.92570228	82.82430501
743.94	93.16460209	93.64881324	88.73243621	83.55464457
744.31	93.46045753	94.23710374	88.80058022	83.08905745
744.68	90.13284988	92.45103575	87.11326418	81.77549261
745.05	91.6432775	93.67436246	87.84668779	83.22619587
745.42	91.61458333	93.20159314	87.69301471	84.18198529
745.79	91.05899032	93.10546755	86.44825248	85.73630031
746.16	94.02555506	93.61439686	88.86710102	86.97261054
746.53	92.59792717	92.87973197	88.46479006	86.61740301
746.9	95.53974815	92.91230094	91.69470345	87.9714185
747.27	93.68146712	92.86145631	90.22661539	86.06617297
747.64	94.92630294	94.39966604	92.69130728	87.20657654
748.01	93.00525561	93.6837076	90.52715401	86.55199873
748.38	94.65668394	93.78639534	92.00422346	86.90407628
748.75	93.05152337	94.10432286	91.46275323	85.56707609
749.12	91.78977728	93.69011376	91.57827271	85.81637558
749.49	92.20293469	92.7495924	92.18055689	84.7639142
749.86	91.27613324	92.59318458	92.31187264	85.01694265
750.23	91.83227919	93.09724853	92.55144958	85.81564838
750.6	92.36306123	92.85368452	91.85952681	85.72673574
750.97	94.76339654	94.17642209	93.54657873	88.09233306
751.34	95.57658812	94.06487233	92.34283085	86.8086365
751.7	93.70744458	94.89818968	91.76481977	85.68524315
752.07	94.27422754	96.29737704	90.41597769	87.43312907
752.44	92.81669054	92.95339149	90.26493946	85.8579612
752.81	92.73175542	94.10585141	89.81262327	86.36752137
753.18	94.0303441	94.43030443	89.44236935	86.98310911
753.55	93.00198548	93.31445497	89.20027341	86.72004687
753.92	93.42668863	94.58649094	91.06095552	88.00988468
754.29	94.85335919	95.71280474	90.02775641	89.23853794
754.66	94.63857659	95.40835275	91.06654512	88.98679901
755.02	93.65348719	96.11742746	90.96555235	88.0332598
755.39	92.77214038	94.46448437	90.93820585	86.00950679
755.76	93.59720214	94.12180112	91.06164038	84.79335508
756.13	92.70265696	94.81468946	91.22694195	86.45456084
756.5	94.73306201	96.16949964	91.1146072	86.14179692
756.87	93.49642605	93.79173798	89.36205913	85.08003624
757.23	95.16400481	95.78224283	89.75785677	86.11025245
757.6	93.02727427	95.1414535	88.69049636	85.88514315
757.97	92.89501233	95.09674805	88.84949178	85.40505859
758.34	94.55012853	93.51499572	89.40874036	85.59040274
758.71	96.4023984	94.64216838	89.34745258	87.6222869
759.07	95.38982341	94.43358693	89.05213932	87.88650799
759.44	93.94600683	94.92450107	90.2291366	88.12431805
759.81	92.25652036	96.0297068	90.08834606	87.42036535
760.18	92.33025837	95.12246846	91.10734104	87.23359135
760.54	93.9791777	95.20734074	89.7441327	86.101994
760.91	94.77953636	94.44063886	92.19093629	88.47027436
761.28	94.83458458	95.03574123	91.5442365	88.61309673
761.65	93.32410071	93.86385427	89.50321366	88.89954192
762.01	92.74843013	93.63536382	89.89605137	88.48405293
762.38	94.51750457	93.55717204	91.16350736	88.92034257
762.75	93.73088135	94.78893008	90.24004031	87.88642171
763.11	93.20589842	94.7715274	90.54797014	87.87547788
763.48	94.24265701	94.64501262	91.89436336	88.61699404
763.85	94.36567579	96.96442454	92.60356125	89.50875504
764.21	94.14782513	93.38194877	91.16127377	88.69874308
764.58	94.85969053	94.96459481	91.15806826	90.14649133
764.95	94.69586918	95.85801021	90.97850784	90.50173204
765.31	92.28510907	95.14660523	91.5790256	90.67226578
765.68	92.74081318	94.50107195	92.27441983	89.74686877
766.05	92.28324672	94.96018245	90.77279695	90.30171608
766.41	90.39520509	95.24255479	91.3017419	91.01704439
766.78	90.78069685	92.67374697	89.42425936	91.13843861
767.14	93.10083684	94.23681321	90.4199326	92.23749479
767.51	92.92129296	94.35370798	91.13266892	91.86782371
767.88	94.72975572	95.16060781	92.84477784	91.50605886
768.24	94.85936358	94.14367617	91.45792451	90.94232175
768.61	96.39604117	96.69571389	92.20850913	93.15484405
768.97	92.57946446	93.54267001	90.42958967	91.4236178
769.34	95.23532379	93.61347146	90.34648663	90.81209017
769.71	96.93195746	93.7373977	91.18333136	90.64563318
770.07	98.28121848	96.74803308	91.3899536	94.13354852
770.44	98.53338168	97.62278899	92.50574157	94.02070994
770.8	96.05558399	93.6818486	89.17450695	91.33960556
771.17	97.67506447	94.68359452	91.75560405	92.00952192
771.53	97.24928826	94.74718313	92.67813465	93.68058062
771.9	96.87762028	95.81553204	91.99041725	93.37193053
772.26	97.76969503	96.68252128	93.12522483	92.58963188
772.63	100.6900234	98.20101039	96.22130037	95.52306239
772.99	100.1833868	98.03275955	93.79819114	95.27362147
773.36	99.19014819	98.03798789	95.03235233	96.01753287
773.72	98.67372881	98.70762712	95.4279661	95.33474576
774.09	99.25954296	99.965956	96.19558279	98.1616239
774.45	97.39917556	97.9941354	95.27431898	96.78721686
774.82	98.02396468	97.45217574	93.43283582	95.39205382
775.18	97.90085045	96.94669156	93.09686787	94.27504667
775.54	98.31608931	96.22167302	94.14401206	94.83098061
775.91	96.4664311	96.82394513	93.36520474	93.37351902
776.27	96.26136888	95.3225198	93.72144683	92.51435517
776.64	95.39259947	96.23644572	92.50664529	92.99607611
777	96.75761501	95.89687879	90.89123804	91.18372122
777.37	95.72674786	96.05545956	92.92848413	93.87247672
777.73	94.25925153	97.3799491	92.69890275	92.48195586
778.09	92.23588436	96.11794218	91.08442653	90.82123617
778.46	90.43089664	94.44877209	91.06227707	93.20241073
778.82	91.21378683	95.55316775	91.76757449	92.61065421
779.19	90.18798716	98.21599767	91.86361552	92.65557918
779.55	90.83975899	97.75839548	91.77516538	94.20216576
779.91	90.79029767	95.39097399	90.83204609	94.35561308
780.28	92.20286064	95.80608413	90.93709126	96.41365343
780.64	93.52154532	97.40182551	91.09318616	94.80365103
781	93.07695591	96.3464083	90.36237142	95.45861966
781.37	92.39930979	95.1517192	90.74954758	94.80661588
781.73	92.58690552	94.74514822	88.21070591	94.39539347
782.09	93.45235535	96.25725963	89.33964293	95.91309959
782.45	93.44732953	93.20244881	88.22883682	93.87798185
782.82	93.39231525	94.30696243	90.2209685	94.91387785
783.18	93.43908026	94.19112244	88.77987639	93.71569348
783.54	92.81380438	94.76741684	89.41434657	93.62278928
783.91	92.07791643	95.5737206	89.86042871	92.86925519
784.27	90.17659565	95.6697184	89.64724259	91.8861457
784.63	94.3926916	99.20795644	92.25957428	94.77071239
784.99	94.91350258	97.96000899	91.96585037	93.06223321
785.36	94.88361582	98.57175141	92.19887006	94.9740113
785.72	94.57741042	97.40224352	93.58735637	94.51382897
786.08	92.94254624	93.55156509	89.60189871	93.89189915
786.44	93.38415338	96.47955648	91.66551167	98.37375837
786.81	95.40799626	95.9784896	93.35983166	94.37923778
787.17	94.21507101	97.40480347	93.13924409	96.15910914
787.53	93.1645689	96.3607222	92.89115165	95.59703955
787.89	91.99400721	95.91741186	92.03146215	95.88932066
788.25	92.47428008	97.8296613	93.40442524	95.02043501
788.61	94.42878303	97.62052654	93.32982942	95.11682355
788.98	95.36364068	97.84333286	94.62258325	96.26621063
789.34	94.26632902	96.92292991	93.97008935	94.81102776
789.7	95.80602883	97.88359788	94.19445658	94.82549391
790.06	97.24437999	98.42397873	94.30505197	96.81895093
790.42	97.0163391	97.17736206	91.39947904	96.59957376
790.78	95.82086804	94.0166613	89.99401666	93.30786579
791.14	99.84595388	96.83242671	96.06219612	97.20791412
791.51	96.73672826	95.27907086	95.93736775	96.63328161
791.87	100.5754568	96.35544046	94.02484055	98.09140172
792.23	101.3931962	97.21360752	95.21923756	98.54000668
792.59	96.13287514	94.37342497	93.07216495	96.45360825
792.95	97.242706	96.73888151	93.67929281	95.2365685
793.31	94.34584293	94.19229553	92.18714718	97.66066025
793.67	96.0106503	95.2705447	93.49248612	96.43485717
794.03	94.93785311	97.35141243	93.26553672	96.80903955
794.39	97.15422977	97.86795992	93.25616507	98.10586997
794.75	96.63779929	96.58222572	93.27559857	98.6013986
795.11	96.96788166	98.55306207	93.94497949	98.41481959
795.47	96.86647872	99.00171003	93.49262837	97.03286038
795.83	95.36905688	98.87429644	94.24335332	96.40323983
796.19	97.11211007	98.80125324	93.37964855	97.79321618
796.55	99.30169523	98.42881426	93.70606882	99.19143658
796.91	97.28736675	99.3377183	92.46994783	98.30347017
797.27	95.42944372	97.49472455	92.23274817	97.49472455
