wv	R0	R1	R2
487.37	94.29367094	98.59270538	98.44445772
487.78	94.30149193	98.75547318	98.49136257
488.2	94.34837856	98.77829086	98.45761808
488.62	94.45876428	98.95145995	98.48634864
489.03	94.64028122	99.08168135	98.60609853
489.45	94.75915286	99.18307084	98.71418704
489.87	94.89364051	99.36643312	98.9178116
490.28	94.86305284	99.27153157	98.93421754
490.7	95.07247364	99.48864447	99.1692911
491.12	95.0814728	99.40752156	99.13838991
491.53	95.27235391	99.50601809	99.21004497
491.95	95.43745415	99.64096549	99.38382394
492.37	95.65449033	99.61872827	99.43620185
492.78	95.88285341	99.79865736	99.6250153
493.2	95.92099178	99.89593213	99.70898195
493.61	95.99733123	99.99999995	99.85828669
494.03	95.95727938	99.94530442	99.97307688
494.45	95.98144448	99.86898196	99.99998082
494.86	96.10134726	99.79646652	99.92190867
495.28	96.21463477	99.92352096	99.93169657
495.69	96.26853284	99.86445492	99.84240995
496.11	96.44874384	99.91208415	99.79758458
496.52	96.40342457	99.80858469	99.62267486
496.94	96.40276321	99.63356401	99.45445476
497.36	96.45653962	99.54082261	99.29531264
497.77	96.42649681	99.28687368	99.07084254
498.19	96.35509047	99.27938736	98.88679853
498.6	96.38522307	99.16632537	98.78916612
499.02	96.33362944	98.93935232	98.56195428
499.43	96.23126691	98.81919523	98.53935071
499.85	96.24148375	98.65908137	98.34484501
500.26	96.252548	98.48350146	98.16138098
500.68	96.22971956	98.35076613	98.02538312
501.09	96.38361068	98.31073621	97.96601318
501.51	96.53540634	98.3447687	97.88166161
501.92	96.56860124	98.31927575	97.75883205
502.33	96.67518989	98.35106943	97.81283839
502.75	96.77106812	98.37017399	97.81990668
503.16	96.71148909	98.31095874	97.85874714
503.58	96.81270564	98.3308344	97.92953468
503.99	96.75573673	98.31147783	97.94811653
504.41	96.80255608	98.29908552	98.03619533
504.82	96.99304561	98.42528458	98.17580236
505.23	97.12178047	98.48469496	98.23297466
505.65	97.10020546	98.55136433	98.17592878
506.06	97.17943199	98.73370283	98.15606815
506.48	97.1209552	98.78026283	98.0130162
506.89	96.9918762	98.75251474	97.9173005
507.3	97.11283757	98.78299503	97.93776926
507.72	97.1252355	98.76822769	97.86561504
508.13	97.19169305	98.80609368	97.87439331
508.54	97.22221921	98.88893286	98.01637358
508.96	97.32420476	98.92882451	98.10407551
509.37	97.36655872	98.85386845	97.97971792
509.78	97.41710181	98.85417645	98.00707341
510.2	97.43337869	98.86690327	97.88942844
510.61	97.48330454	98.88358563	97.84890494
511.02	97.61915235	99.04083061	97.77301217
511.44	97.68082711	99.19777178	97.67890833
511.85	97.55867558	99.21040868	97.45762545
512.26	97.58403118	99.20479977	97.37057591
512.68	97.66098562	99.13794071	97.29458765
513.09	97.69337999	99.03105272	97.21202932
513.5	97.91534274	99.04102888	97.25085994
513.91	98.03709668	99.03477599	97.27988618
514.33	98.06587048	99.02443027	97.16918826
514.74	98.04242116	98.99747279	97.10093896
515.15	98.00658928	98.99561251	96.98837606
515.56	98.0320041	98.88286811	96.80513202
515.98	98.0031597	98.85391928	96.72424247
516.39	97.99031538	98.84042227	96.69515175
516.8	97.95389485	98.75758587	96.55181645
517.21	97.87502609	98.62277258	96.52245384
517.62	97.80823047	98.52065087	96.37732772
518.04	97.75660783	98.33348174	96.29777225
518.45	97.73213694	98.2775313	96.29993874
518.86	97.7285732	98.19595053	96.29840874
519.27	97.79486363	98.1905118	96.31827594
519.68	97.84769481	98.253609	96.34868074
520.1	97.89859844	98.27823712	96.33888156
520.51	97.87259783	98.18864609	96.11414963
520.92	97.95395328	98.1753705	96.02103322
521.33	97.88695116	98.04274366	95.81456303
521.74	97.9961136	97.94843477	95.67300112
522.15	98.0559224	97.94601186	95.63576879
522.56	98.06682413	97.90978463	95.5424102
522.97	98.11624345	97.86543141	95.462434
523.39	98.23355443	97.7634554	95.37515231
523.8	98.27451013	97.68298004	95.29566478
524.21	98.34292766	97.65932371	95.11184658
524.62	98.36062667	97.62000359	95.01144212
525.03	98.38339932	97.57710309	94.84543105
525.44	98.43680037	97.52312353	94.71803595
525.85	98.49593442	97.55907388	94.61284755
526.26	98.47540361	97.50254387	94.51889185
526.67	98.46282224	97.47818826	94.47359564
527.08	98.38866021	97.38239337	94.34790006
527.49	98.41065926	97.42126798	94.34273542
527.9	98.45364252	97.49400765	94.29812011
528.31	98.54960924	97.57532403	94.32270976
528.72	98.52643335	97.59624467	94.1809685
529.13	98.52357014	97.5766022	94.01696716
529.54	98.62865453	97.62795108	93.96447195
529.95	98.66433495	97.59608076	93.82893167
530.36	98.64497065	97.63779958	93.6906214
530.77	98.69904711	97.81578103	93.58250705
531.18	98.8671271	97.89391263	93.60087931
531.59	98.97856772	97.95474654	93.56343603
532	99.08197748	98.0086623	93.53185343
532.41	99.11184922	97.95980431	93.30887355
532.82	99.17662167	97.8240635	93.06097882
533.23	99.21002822	97.74365927	92.78671341
533.64	99.22673348	97.59174021	92.54034288
534.05	99.36774711	97.545704	92.44417562
534.46	99.41625536	97.43226785	92.35641267
534.87	99.3652666	97.25858382	92.20780511
535.28	99.3644044	97.19680495	92.14724595
535.68	99.53251	97.29873472	92.28888387
536.09	99.71753419	97.43261685	92.47513968
536.5	99.80674766	97.46224563	92.491214
536.91	99.88187213	97.49854777	92.50523594
537.32	99.98922803	97.51051049	92.60960936
537.73	99.9441591	97.32006322	92.51939242
538.14	99.91036372	97.19688614	92.38120106
538.54	99.86822579	97.06171026	92.28733304
538.95	99.83421033	96.98923396	92.21921253
539.36	99.86785213	97.01248671	92.31710228
539.77	99.90994934	97.03394294	92.34602443
540.18	99.79540873	96.90354071	92.22729071
540.59	99.77208378	96.89027246	92.09906489
540.99	99.76760221	96.84218804	91.97331038
541.4	99.73113568	96.74347694	91.7564221
541.81	99.86352395	96.81878847	91.64936246
542.22	100.00002986	96.88657205	91.5641764
542.63	99.96337378	96.66773653	91.22415095
543.03	99.89208717	96.46077373	90.8837161
543.44	99.75468052	96.28456001	90.60477039
543.85	99.62074953	96.08906576	90.34235692
544.26	99.45663287	95.8444113	90.07078778
544.66	99.45730764	95.71492888	89.90491296
545.07	99.29496334	95.57055247	89.61946257
545.48	99.17732406	95.41243884	89.33730709
545.89	99.14105396	95.23382074	89.17458592
546.29	99.10665326	95.03215915	88.9267185
546.7	98.98084678	94.89995403	88.71607751
547.11	98.97759955	94.82524028	88.56035042
547.51	98.96481729	94.70696307	88.43358926
547.92	98.9576546	94.59696041	88.27679584
548.33	98.97500958	94.6182154	88.21016188
548.73	98.9120111	94.45150192	88.10593091
549.14	98.81848452	94.25911063	87.90926542
549.55	98.7353847	94.2051317	87.72600733
549.95	98.74170856	94.07854527	87.55264223
550.36	98.70914516	93.95381805	87.33084936
550.77	98.79374714	93.94910899	87.18650751
551.17	98.83048611	93.93936415	86.99393032
551.58	98.89208625	93.9613584	86.93816567
551.98	98.94439977	93.95526679	86.91657077
552.39	99.01678202	93.99028155	86.86339264
552.8	99.11740773	93.99501765	86.69890669
553.2	99.27203537	94.01254715	86.62341517
553.61	99.44268776	94.030088	86.53513073
554.01	99.53837663	94.07623337	86.49310169
554.42	99.61231566	94.06067964	86.30449998
554.83	99.53091389	93.99528131	86.06096948
555.23	99.46538871	93.8215787	85.79554999
555.64	99.32706876	93.6794852	85.44654733
556.04	99.32607241	93.60343588	85.25404795
556.45	99.32105051	93.49651371	85.09884791
556.85	99.19611576	93.36280252	84.88114366
557.26	99.19622601	93.31763614	84.75119947
557.66	99.20553451	93.25457871	84.55379093
558.07	99.22444508	93.1274655	84.26717776
558.47	99.04821288	92.87775941	83.78536348
558.88	98.9643126	92.67112254	83.40914974
559.28	98.91839037	92.44500793	83.00691317
559.69	98.74660963	92.22249548	82.64996975
560.09	98.45002347	91.96409266	82.15995398
560.5	98.2170784	91.71551367	81.75668161
560.9	98.17852295	91.52299035	81.35838664
561.31	98.12052251	91.37709536	81.02086262
561.71	98.16134423	91.26314289	80.6770159
562.12	98.19449574	91.25931138	80.31885469
562.52	98.29227584	91.27909825	80.03783999
562.92	98.20042365	91.1271523	79.5778949
563.33	98.11519035	90.97736151	79.20167497
563.73	98.20770767	90.9701729	78.90263977
564.14	98.26966994	90.93099341	78.56954068
564.54	98.22535812	90.77859627	78.17695803
564.94	98.19694606	90.71645625	77.92130334
565.35	98.30387244	90.73031993	77.68207667
565.75	98.38705953	90.72494642	77.36002127
566.16	98.37781393	90.64263726	77.01056578
566.56	98.39965863	90.59848136	76.65630171
566.96	98.47437407	90.54639799	76.36434057
567.37	98.6439872	90.56092921	76.07621462
567.77	98.6551549	90.53439595	75.7727309
568.17	98.61501886	90.40967166	75.4508531
568.58	98.57114443	90.35535616	75.10119136
568.98	98.61388372	90.32868556	74.84347352
569.38	98.68162183	90.27854053	74.61443304
569.79	98.68176396	90.27785444	74.36555205
570.19	98.7394874	90.27516864	74.01641486
570.59	98.59405628	90.0808547	73.45286341
571	98.49375372	89.89842754	72.93642979
571.4	98.46042129	89.8421979	72.54208157
571.8	98.43210288	89.7900867	72.05573564
572.2	98.47977506	89.77816473	71.65229652
572.61	98.47082094	89.71568034	71.16361807
573.01	98.56497754	89.67590634	70.82916827
573.41	98.56231473	89.60456653	70.39421298
573.81	98.50747596	89.49465092	69.92258857
574.22	98.3237362	89.26168567	69.37006407
574.62	98.21144427	89.01557569	68.79753357
575.02	98.07677038	88.83109146	68.2447398
575.42	98.03365432	88.68511518	67.81787208
575.82	97.89531424	88.47321411	67.31829422
576.23	97.72843153	88.2690274	66.75142061
576.63	97.68398444	88.06643211	66.19460451
577.03	97.63027271	87.83313634	65.76328675
577.43	97.59242796	87.60794982	65.41676491
577.83	97.49260049	87.4275567	65.03961441
578.23	97.390755	87.21981607	64.57430863
578.64	97.31694957	87.07185994	64.13494251
579.04	97.10695385	86.81069264	63.62070575
579.44	97.01661162	86.58021869	63.18901755
579.84	96.95517298	86.42403578	62.69121249
580.24	96.89919984	86.20742296	62.23210526
580.64	96.99291683	86.10047093	61.83366106
581.04	96.98155928	85.92449965	61.42613929
581.45	97.02960362	85.82199828	61.1657216
581.85	97.0353695	85.73631769	60.86176306
582.25	97.04596939	85.5785306	60.4989043
582.65	97.06052075	85.428386	60.13395298
583.05	96.98856353	85.17117446	59.75748899
583.45	96.95224843	85.00052959	59.42936976
583.85	96.9040512	84.8625865	59.00465236
584.25	96.89928465	84.77243904	58.61748618
584.65	96.89893274	84.62286989	58.25789077
585.05	96.84732116	84.40639111	57.89956668
585.45	96.72562277	84.11047723	57.48516871
585.85	96.70834726	83.90360421	57.18426792
586.25	96.57167959	83.70093343	56.82218296
586.65	96.46699832	83.44993511	56.48594464
587.05	96.42264783	83.30761941	56.18558692
587.45	96.33841425	83.1326356	55.92781301
587.85	96.32215985	83.10236259	55.69367491
588.25	96.26330885	82.93183465	55.33251821
588.65	96.30722505	82.7535695	55.05244341
589.05	96.20883304	82.60808484	54.79180203
589.45	96.12320534	82.39388949	54.51678579
589.85	96.20447389	82.26624032	54.25343414
590.25	96.21943704	82.05914159	53.99915344
590.65	96.22212	81.78752178	53.76786319
591.05	96.16461459	81.53049565	53.50442406
591.45	96.03077486	81.22019834	53.22309273
591.85	95.85385697	80.89405533	52.97254544
592.25	95.76379832	80.65935653	52.79944746
592.65	95.62927626	80.34430276	52.6056503
593.04	95.58580381	80.08160036	52.5218103
593.44	95.54128132	79.84716661	52.38031165
593.84	95.52959414	79.6284327	52.27354389
594.24	95.38333733	79.29140974	52.13901299
594.64	95.19562328	78.81758573	51.93476339
595.04	94.97887118	78.45184258	51.77587403
595.44	94.75670715	78.02696287	51.60179864
595.84	94.53252642	77.55899734	51.41672556
596.23	94.32241905	77.09735117	51.23264377
596.63	94.08169984	76.72575183	51.05096784
597.03	93.87943293	76.28245653	50.88186997
597.43	93.66017805	75.97396134	50.75103245
597.83	93.39675367	75.57167174	50.65722527
598.22	93.32551764	75.23851699	50.56012924
598.62	93.22734756	74.85711332	50.46096074
599.02	93.14334527	74.40809745	50.36144742
599.42	93.04974646	73.9961663	50.26069892
599.82	92.93134281	73.61043293	50.1671891
600.21	92.66690092	73.10594897	50.10578006
600.61	92.33315408	72.56291148	49.95190564
601.01	92.14816591	72.11652522	49.80363469
601.41	91.98490614	71.72234627	49.72693968
601.8	91.87746482	71.29764456	49.71416677
602.2	91.69920056	70.85323485	49.71180182
602.6	91.61288184	70.43520298	49.74348013
603	91.39627772	69.97374396	49.75437173
603.39	91.14096326	69.40125601	49.72121458
603.79	90.85242804	68.95204655	49.72159385
604.19	90.65058454	68.44731486	49.76030254
604.58	90.47685368	67.89544927	49.73592509
604.98	90.17505186	67.32483885	49.73936181
605.38	89.99257099	66.8174893	49.78091683
605.77	89.69809065	66.27121222	49.76867923
606.17	89.51273316	65.75833039	49.84447794
606.57	89.26091832	65.16913806	49.82683909
606.96	88.96490238	64.62083051	49.83144463
607.36	88.78963967	64.08851049	49.93952681
607.76	88.47722473	63.52055771	50.04117675
608.15	88.22756084	62.94562634	50.16429897
608.55	87.87782792	62.35161584	50.1909947
608.95	87.60510682	61.80101945	50.17914648
609.34	87.25390846	61.20202356	50.14594618
609.74	86.98313548	60.67660309	50.13443891
610.13	86.77300483	60.25004658	50.21860987
610.53	86.5722526	59.7216281	50.31228725
610.93	86.19976611	59.11661761	50.31590137
611.32	85.97167353	58.62545376	50.35848714
611.72	85.66203964	58.0990041	50.33848339
612.11	85.28517382	57.60014803	50.29775873
612.51	84.96707802	57.13137153	50.37899629
612.9	84.60088937	56.7078541	50.41677614
613.3	84.24028794	56.26221345	50.4873811
613.69	83.97883612	55.89698062	50.56421872
614.09	83.65380978	55.50012798	50.54091961
614.48	83.4151974	55.15146706	50.5551284
614.88	83.134142	54.81440094	50.52494328
615.27	82.84257883	54.47991825	50.54008323
615.67	82.52834035	54.15722782	50.65567955
616.06	82.19328801	53.92651886	50.81311458
616.46	81.8702653	53.66917042	50.94037778
616.85	81.48359934	53.38099693	51.05285168
617.25	80.99198168	53.16811399	51.1446906
617.64	80.62552627	53.05538916	51.30749981
618.04	80.17833221	52.90914675	51.46996591
618.43	79.85508797	52.81768042	51.65893678
618.83	79.50979354	52.71432652	51.8486201
619.22	79.14267959	52.65545103	51.97508319
619.62	78.71756906	52.59818479	52.09073917
620.01	78.26888445	52.57165267	52.22073013
620.4	77.81366433	52.56000536	52.31469851
620.8	77.36986775	52.605622	52.45883451
621.19	76.90503108	52.62679612	52.52415475
621.59	76.43003147	52.72787089	52.64163805
621.98	76.03747055	52.92186386	52.82641326
622.37	75.61249149	53.17182707	52.91739393
622.77	75.26238447	53.3747427	52.98242392
623.16	74.90175896	53.60084544	53.11697331
623.55	74.5612392	53.80397665	53.2320578
623.95	74.28847982	54.00875867	53.2794364
624.34	74.0571265	54.30713381	53.3920215
624.73	73.75238742	54.63742931	53.49103956
625.13	73.39944173	54.96694838	53.59106608
625.52	73.09350361	55.36569364	53.68156499
625.91	72.86788881	55.81103821	53.84357373
626.31	72.60549765	56.1786679	53.92280721
626.7	72.413555	56.57745219	54.00639161
